product,relationship,attribute
22021.jpg,hasPattern,floral
22021.jpg,hasFabricTreatment,unlined
22021.jpg,hasMaterialType,cotton
22021.jpg,hasSleeveType,short-sleeve
22021.jpg,hasNeckline,v-neck
22021.jpg,hasCollarType,round collar
22021.jpg,hasLength,knee-length
22021.jpg,hasWaistline,natural-waist
22021.jpg,hasSilhouette,a-line
22021.jpg,belongsToCategory,upperbody
22021.jpg,depicts,dress
10658.jpg,hasMaterialType,cotton
10658.jpg,hasOpeningType,button front closure
10658.jpg,hasSleeveType,short-sleeve
10658.jpg,hasNeckline,round neckline
10658.jpg,hasCollarType,crew-neck
10658.jpg,hasLength,above the knee
10658.jpg,hasWaistline,natural-waist
10658.jpg,hasSilhouette,a-line
10658.jpg,belongsToCategory,upperbody
10658.jpg,depicts,shirt
6552.jpg,hasPattern,striped
6552.jpg,hasMaterialType,cotton
6552.jpg,hasOpeningType,buttonhole
6552.jpg,hasSleeveType,short-sleeve
6552.jpg,hasNeckline,round neckline
6552.jpg,hasLength,short
6552.jpg,hasWaistline,natural-waist
6552.jpg,hasSilhouette,a-line
6552.jpg,belongsToCategory,upperbody
6552.jpg,depicts,t-shirt
22034.jpg,hasPattern,floral
22034.jpg,hasFabricTreatment,plain weave
22034.jpg,hasMaterialType,cotton
22034.jpg,hasOpeningType,front opening
22034.jpg,hasSleeveType,short-sleeve
22034.jpg,hasNeckline,round neckline
22034.jpg,hasCollarType,round collar
22034.jpg,hasLength,knee-length
22034.jpg,hasWaistline,natural-waist
22034.jpg,hasSilhouette,a-line
22034.jpg,belongsToCategory,upperbody
22034.jpg,depicts,dress
34015.jpg,hasPattern,solid color
34015.jpg,hasFabricTreatment,non-treated fabric
34015.jpg,hasMaterialType,cotton
34015.jpg,hasOpeningType,buttons up
34015.jpg,hasSleeveType,short-sleeve
34015.jpg,hasNeckline,round neckline
34015.jpg,hasCollarType,crew-neck
34015.jpg,hasLength,short
34015.jpg,hasWaistline,natural-waist
34015.jpg,hasSilhouette,a-line
34015.jpg,belongsToCategory,upperbody
34015.jpg,depicts,t-shirt
59580.jpg,hasPattern,solid color pattern
59580.jpg,hasFabricTreatment,plain weave fabric
59580.jpg,hasMaterialType,cotton
59580.jpg,hasOpeningType,zipper front
59580.jpg,hasSleeveType,short-sleeve
59580.jpg,hasNeckline,round neckline
59580.jpg,hasCollarType,crew-neck
59580.jpg,hasLength,short
59580.jpg,hasWaistline,natural-waist
59580.jpg,hasSilhouette,a-line
59580.jpg,belongsToCategory,upperbody
59580.jpg,depicts,t-shirt
24373.jpg,hasPattern,floral
24373.jpg,hasMaterialType,cotton
24373.jpg,hasOpeningType,round neckline
24373.jpg,hasSleeveType,short-sleeve
24373.jpg,hasNeckline,v-neck
24373.jpg,hasCollarType,v-neck
24373.jpg,hasWaistline,natural-waist
24373.jpg,hasLength,knee-length
24373.jpg,hasSilhouette,a-line
24373.jpg,belongsToCategory,upperbody
24373.jpg,depicts,dress
12544.jpg,hasPattern,solid color
12544.jpg,hasMaterialType,cotton
12544.jpg,hasSleeveType,short-sleeve
12544.jpg,hasNeckline,round neckline
12544.jpg,hasCollarType,crew-neck
12544.jpg,hasLength,short
12544.jpg,hasWaistline,natural-waist
12544.jpg,hasSilhouette,a-line
12544.jpg,belongsToCategory,upperbody
12544.jpg,depicts,t-shirt
35873.jpg,hasMaterialType,cotton
35873.jpg,hasSleeveType,short-sleeve
35873.jpg,hasNeckline,round neckline
35873.jpg,hasCollarType,crew-neck
35873.jpg,hasLength,short
35873.jpg,hasWaistline,natural-waist
35873.jpg,hasSilhouette,a-line
35873.jpg,belongsToCategory,upperbody
35873.jpg,depicts,t-shirt
24365.jpg,hasPattern,floral
24365.jpg,hasFabricTreatment,plain weave
24365.jpg,hasMaterialType,cotton
24365.jpg,hasOpeningType,zipper closure
24365.jpg,hasSleeveType,short-sleeve
24365.jpg,hasNeckline,round neckline
24365.jpg,hasCollarType,round neckline
24365.jpg,hasLength,knee-length dress
24365.jpg,hasWaistline,natural-waist
24365.jpg,hasSilhouette,a-line
24365.jpg,belongsToCategory,upperbody
24365.jpg,depicts,dress
23316.jpg,hasPattern,floral
23316.jpg,hasFabricTreatment,plain weave
23316.jpg,hasMaterialType,cotton
23316.jpg,hasOpeningType,zipper opening
23316.jpg,hasSleeveType,short-sleeve
23316.jpg,hasNeckline,round neckline
23316.jpg,hasCollarType,round collar
23316.jpg,hasLength,knee-length
23316.jpg,hasWaistline,natural-waist
23316.jpg,hasSilhouette,a-line
23316.jpg,belongsToCategory,upperbody
23316.jpg,depicts,dress
48513.jpg,hasPattern,floral
48513.jpg,hasMaterialType,cotton
48513.jpg,hasSleeveType,short-sleeve
48513.jpg,hasNeckline,round neckline
48513.jpg,hasCollarType,round neckline
48513.jpg,hasLength,above the knee
48513.jpg,hasWaistline,natural-waist
48513.jpg,hasSilhouette,a-line
48513.jpg,belongsToCategory,upperbody
48513.jpg,depicts,blouse
38949.jpg,hasPattern,striped
38949.jpg,hasMaterialType,cotton
38949.jpg,hasOpeningType,button front
38949.jpg,hasSleeveType,short-sleeve
