product,relationship,attribute
55118.jpg,hasPattern,striped
55118.jpg,hasFabricTreatment,plain weave
55118.jpg,hasMaterialType,cotton
55118.jpg,hasOpeningType,button
55118.jpg,hasPocketType,patch pocket
55118.jpg,hasSleeveType,long-sleeve
55118.jpg,hasNeckline,round neck
55118.jpg,hasCollarType,crew-neck
55118.jpg,hasLength,short sleeve
55118.jpg,hasWaistline,straight
55118.jpg,hasSilhouette,regular fit
55118.jpg,belongsToCategory,upperbody
55118.jpg,depicts,t-shirt
22613.jpg,hasPattern,striped
22613.jpg,hasMaterialType,cotton
22613.jpg,hasOpeningType,round opening
22613.jpg,hasPocketType,no pocket
22613.jpg,hasSleeveType,short-sleeve
22613.jpg,hasNeckline,round neck
22613.jpg,hasCollarType,crew-neck
22613.jpg,hasLength,short
22613.jpg,hasWaistline,fitted
22613.jpg,hasSilhouette,slim-fit
22613.jpg,belongsToCategory,upperbody
22613.jpg,depicts,t-shirt
38952.jpg,hasFabricTreatment,unbleached
38952.jpg,hasMaterialType,cotton
38952.jpg,hasSleeveType,short-sleeve
38952.jpg,hasNeckline,round neck
38952.jpg,hasCollarType,crew-neck
38952.jpg,hasLength,short
38952.jpg,hasWaistline,natural-waist
38952.jpg,hasSilhouette,regular fit
38952.jpg,belongsToCategory,upperbody
38952.jpg,depicts,t-shirt
44693.jpg,hasMaterialType,cotton
44693.jpg,hasOpeningType,round neck
44693.jpg,hasSleeveType,short-sleeve
44693.jpg,hasNeckline,crew-neck
44693.jpg,hasCollarType,crew-neck
44693.jpg,hasLength,short
44693.jpg,hasWaistline,defined
44693.jpg,hasSilhouette,straight
44693.jpg,belongsToCategory,upperbody
44693.jpg,depicts,t-shirt
3867.jpg,hasPattern,striped
3867.jpg,hasFabricTreatment,perforated
3867.jpg,hasMaterialType,cotton
3867.jpg,hasOpeningType,crew neck
3867.jpg,hasSleeveType,short-sleeve
3867.jpg,hasNeckline,round neck
3867.jpg,hasCollarType,crew-neck
3867.jpg,hasLength,short
3867.jpg,hasSilhouette,straight
3867.jpg,belongsToCategory,upperbody
3867.jpg,depicts,t-shirt
37600.jpg,hasAnimalPattern,zebra
37600.jpg,hasPattern,striped
37600.jpg,hasMaterialType,cotton
37600.jpg,hasOpeningType,button
37600.jpg,hasSleeveType,short-sleeve
37600.jpg,hasNeckline,round neck
37600.jpg,hasCollarType,crew-neck
37600.jpg,hasLength,short
37600.jpg,hasWaistline,high-waisted
37600.jpg,hasSilhouette,a-line
37600.jpg,belongsToCategory,upperbody
37600.jpg,depicts,t-shirt
1912.jpg,hasMaterialType,cotton
1912.jpg,hasSleeveType,short-sleeve
1912.jpg,hasNeckline,round neck
1912.jpg,hasCollarType,crew-neck
1912.jpg,hasLength,short
1912.jpg,hasSilhouette,straight
1912.jpg,hasNickname,t-shirt
1912.jpg,belongsToCategory,upperbody
1912.jpg,depicts,shirt
8440.jpg,hasAnimalPattern,no
8440.jpg,hasPattern,striped
8440.jpg,hasMaterialType,cotton
8440.jpg,hasOpeningType,crew neck
8440.jpg,hasSleeveType,short-sleeve
8440.jpg,hasNeckline,round neck
8440.jpg,hasLength,short
8440.jpg,hasSilhouette,fitted
8440.jpg,belongsToCategory,upperbody
8440.jpg,depicts,t-shirt
9929.jpg,hasPattern,striped
9929.jpg,hasFabricTreatment,stretchy
9929.jpg,hasMaterialType,cotton
9929.jpg,hasOpeningType,button-down
9929.jpg,hasSleeveType,short-sleeve
9929.jpg,hasNeckline,crew-neck
9929.jpg,hasCollarType,crew-neck
9929.jpg,hasLength,short
9929.jpg,hasWaistline,natural
9929.jpg,hasSilhouette,a-line
9929.jpg,belongsToCategory,upperbody
9929.jpg,depicts,t-shirt
13291.jpg,hasPattern,striped
13291.jpg,hasMaterialType,cotton
13291.jpg,hasSleeveType,short-sleeve
13291.jpg,hasNeckline,crew neck
13291.jpg,hasCollarType,crew-neck
13291.jpg,hasLength,short
13291.jpg,hasWaistline,straight
13291.jpg,hasSilhouette,round neck
13291.jpg,belongsToCategory,upperbody
13291.jpg,depicts,t-shirt
28516.jpg,hasPattern,striped
28516.jpg,hasSleeveType,short-sleeve
28516.jpg,hasNeckline,round neck
28516.jpg,hasCollarType,crew-neck
28516.jpg,hasLength,short
28516.jpg,hasWaistline,no waist
28516.jpg,hasSilhouette,regular fit
28516.jpg,belongsToCategory,upperbody
28516.jpg,depicts,shirt
38946.jpg,hasPattern,striped
38946.jpg,hasFabricTreatment,plain weave
38946.jpg,hasMaterialType,cotton
38946.jpg,hasOpeningType,zipper opening
38946.jpg,hasSleeveType,short-sleeve
38946.jpg,hasNeckline,round neck
38946.jpg,hasCollarType,crew-neck
38946.jpg,hasLength,short
38946.jpg,hasWaistline,defined
38946.jpg,hasSilhouette,fitted
38946.jpg,belongsToCategory,upperbody
38946.jpg,depicts,t-shirt
17268.jpg,hasPattern,striped
17268.jpg,hasMaterialType,cotton
17268.jpg,hasSleeveType,short-sleeve
17268.jpg,hasNeckline,crew-neck
17268.jpg,hasCollarType,classic collar
17268.jpg,hasLength,short sleeve
17268.jpg,hasWaistline,high-waisted
17268.jpg,hasSilhouette,regular fit
17268.jpg,belongsToCategory,upperbody
17268.jpg,depicts,shirt
21410.jpg,hasPattern,striped
21410.jpg,hasMaterialType,cotton
21410.jpg,hasSleeveType,short-sleeve
21410.jpg,hasNeckline,round neck
21410.jpg,hasCollarType,crew-neck
21410.jpg,hasLength,short
21410.jpg,hasSilhouette,straight
21410.jpg,belongsToCategory,upperbody
21410.jpg,depicts,t-shirt
35271.jpg,hasPattern,solid color
35271.jpg,hasMaterialType,cotton
35271.jpg,hasOpeningType,round neck
35271.jpg,hasSleeveType,short-sleeve
35271.jpg,hasNeckline,crew neck
35271.jpg,hasCollarType,crew-neck
35271.jpg,hasLength,short
35271.jpg,hasWaistline,natural-waist
35271.jpg,hasSilhouette,regular fit
35271.jpg,belongsToCategory,upperbody
35271.jpg,depicts,t-shirt
56236.jpg,hasPattern,striped
56236.jpg,hasMaterialType,cotton
56236.jpg,hasOpeningType,round neck
56236.jpg,hasSleeveType,short-sleeve
56236.jpg,hasNeckline,crew neck
56236.jpg,hasCollarType,crew-neck
56236.jpg,hasLength,short
56236.jpg,hasSilhouette,slim-fit
56236.jpg,belongsToCategory,upperbody
56236.jpg,depicts,t-shirt
17936.jpg,hasMaterialType,cotton
17936.jpg,hasOpeningType,round neck
17936.jpg,hasSleeveType,short-sleeve
17936.jpg,hasNeckline,crew neck
17936.jpg,hasCollarType,crew-neck
17936.jpg,hasLength,short
17936.jpg,hasSilhouette,regular fit
17936.jpg,belongsToCategory,upperbody
17936.jpg,depicts,t-shirt
4402.jpg,hasPattern,textured print
4402.jpg,hasMaterialType,cotton
4402.jpg,hasOpeningType,round neck
4402.jpg,hasSleeveType,short-sleeve
4402.jpg,hasNeckline,crew neck
4402.jpg,hasCollarType,round neck
