Folder,Mean_1,Min_1,Max_1,Std_1,Mean_2,Min_2,Max_2,Std_2
ADIDAS_Adults-Men_Men_Black_Fashion_Summer_2011_Sports_Regular_Fit_Printed_Garment_Measurements_in_S,0.6471947,0.46722472,0.75744015,0.10289819,0.5962548,0.511578,0.6924051,0.07012503
Gini_and_Jony_Kids-Boys_Boys_White_Fashion_Summer_2012_Casual_Printed_Garment_Measurements_in_Short_,0.5788498,0.51965594,0.6945337,0.060914293,0.54555917,0.40458032,0.6395621,0.087923326
Flying_Machine_Adults-Women_Women_Black_Fashion_Summer_2012_Casual_Loose_Fit_Solid_To-Fit_Denotes_Bo,0.5713232,0.5095317,0.6238839,0.043786563,0.49567366,0.4203343,0.554982,0.045352258
Fastrack_Adults-Men_Men_Brown_Fashion_Winter_2016_Casual_Wallets_Accessories_Wallets,0.5612537,0.47172555,0.7577275,0.10161409,0.51572603,0.44922352,0.58884394,0.04717676
Puma_Adults-Women_Women_White_Fashion_Summer_2011_Sports_NA_3_months_NA_Synthetic_Medium_Running_No_,0.44902116,0.3127264,0.51926184,0.07556175,0.40766675,0.36435217,0.5793297,0.05532747
Enroute_Teens_Kids-Boys_Boys_Black_Fashion_Summer_2012_Casual_Driving_Shoes_Casual_Shoes_Footwear_Sh,0.4885612,0.33863205,0.6179495,0.10820468,0.454446,0.38815746,0.5077432,0.045082897
maxima_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Water_Resistant_Analogue_Watches_Accessor,0.31384745,0.26388827,0.39513692,0.047159255,0.31009244,0.26747488,0.47889394,0.045768578
DKNY_Adults-Women_Women_White_Fashion_Winter_2016_Casual_Metal_2_years_Mechanical_Water_Resistant_Ca,0.48181924,0.40571135,0.56761205,0.064461745,0.46143,0.43866405,0.48262757,0.018558428
FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes,0.44881168,0.42114767,0.47596994,0.019479483,0.46135035,0.39435467,0.53997564,0.052427176
Q&Q_Kids-Unisex_Unisex_White_Fashion_Winter_2016_Casual_Free_Gifts_Free_Items_Free_Gifts,0.537317,0.4618845,0.6468498,0.068259865,0.57128036,0.5057242,0.661926,0.05752783
Baggit_Adults-Women_Women_Red_Fashion_Fall_2012_Casual_Sling_Bag_Synthetic_Handbags_Accessories_Bags,0.456281,0.25694117,0.7145216,0.17616291,0.39862394,0.2270588,0.6034239,0.15232429
Lotto_Adults-Men_Men_Black_Fashion_Summer_2010_Casual_Flip_Flops_Footwear_Flip_Flops,0.5069896,0.47359115,0.5808407,0.03939054,0.5194848,0.438594,0.69724876,0.09477839
Aneri_Adults-Women_Women_Multi_Fashion_Summer_2012_Ethnic_Garment_Measurements_in_Three-Quarter_Slee,0.5373042,0.45391136,0.62046725,0.062273286,0.52594703,0.4342571,0.60000145,0.061407823
DIVA_Adults-Women_Women_White_Fashion_Summer_2012_Ethnic_Garment_Measurements_in_Short_Sleeves_Round,0.49743953,0.4420665,0.5776835,0.059516434,0.47186956,0.42970654,0.5148747,0.032688823
,0.505429532857143,0.414188452142857,0.610705596428571,0.0735487917142857,0.481100349285714,0.405290000714286,0.581559857142857,0.0618906485
