Folder,Mean_1,Min_1,Max_1,Std_1,Mean_2,Min_2,Max_2,Std_2
Franco_Leone_Adults-Men_Men_Black_Fashion_Summer_2012_Casual_Velcro_Leather_Sandals_Footwear_Sandal,0.53292125,0.4039745,0.61403537,0.08227603,0.51533635,0.4680449,0.59386154,0.04035037
BOSS_Adults-Men_Men_Orange_Core_Spring_2017_Casual_Perfume_and_Body_Mist_Personal_Care_Fragrance,0.36944565,0.2513983,0.46639293,0.08335313,0.33111954,0.19350092,0.4585235,0.09446055
Garfield_Adults-Women_Women_Red_Fashion_Summer_2017_Casual_Underwired_Single_NA_Lightly_Padded_Regul,0.62575847,0.4775223,0.7581134,0.09936446,0.60933715,0.5486187,0.7597547,0.07715338
Lee_Adults-Women_Women_Navy_Blue_Fashion_Summer_2013_Casual_Slim_Fit_To-Fit_Denotes_Body_Measurement,0.48557767,0.41583422,0.56368226,0.049269464,0.4438725,0.28747872,0.64424133,0.11450078
Fabindia_Adults-Women_Women_White_Fashion_Summer_2012_Ethnic_To-Fit_Denotes_Body_Measurements_in_Sho,0.59450096,0.57255614,0.6298486,0.020837093,0.57329106,0.48513812,0.72756034,0.08378059
Crocs_Kids-Unisex_Unisex_Brown_Fashion_Summer_2015_Casual_Solid_Thong_Flip-Flops_Flip_Flops_Footwear,0.46580514,0.3059122,0.6384963,0.13932756,0.458464,0.3031378,0.6207992,0.11509663
Enamor_Adults-Women_Women_Brown_Fashion_Summer_2017_Casual_NA_Back_Closure_Single_Regular_Solid_1_NA,0.6434122,0.33555976,0.77068436,0.1593603,0.47374535,0.30771798,0.6756621,0.13094138
Puma_Adults-Women_Women_Black_Fashion_Winter_2013_Casual_Regular_Fit_Printed_Garment_Measurements_in,0.5498246,0.47031146,0.66372454,0.064056374,0.48242292,0.34671652,0.537128,0.06919767
United_Colors_of_Benetton_Kids-Boys_Boys_Pink_Fashion_Summer_2012_Casual_Regular_Fit_Printed_Garment,0.5746778,0.554433,0.6166192,0.022288414,0.5749768,0.4999802,0.6748099,0.05984517
Femella_Adults-Women_Women_Gold_Fashion_Summer_2012_Casual_Regular_Fit_Solid_To-Fit_Denotes_Body_Mea,0.5126715,0.45432663,0.5657505,0.0373374,0.4342446,0.3729982,0.52619126,0.052458033
s.Oliver_Adults-Women_Women_Pink_Fashion_Summer_2011_Casual_Opaque_No_Sleeves_NA_NA_Casual_New_Basic,0.49777728,0.45599326,0.52744055,0.023448916,0.52472794,0.4709001,0.5987183,0.04340549
Fabindia_Adults-Women_Women_Maroon_Fashion_Summer_2012_Ethnic_To-Fit_Denotes_Body_Measurements_in_Le,0.74121976,0.6774485,0.78740317,0.035519835,0.6262549,0.5461262,0.7083503,0.067535125
Red_Tape_Adults-Men_Men_Black_Fashion_Winter_2018_Casual_Sandals_Footwear_Sandal,0.52824324,0.4707904,0.585012,0.041448727,0.5835964,0.46349543,0.68046516,0.07644088
Tantra_Adults-Women_Women_White_Fashion_Fall_2011_Casual_Regular_Fit_Printed_Garment_Measurements_in,0.6248659,0.5932002,0.6563981,0.022605719,0.6547189,0.5848224,0.7011696,0.040164262
,0.553335815714286,0.459947205,0.631685805714286,0.0628923872857143,0.520436315,0.419905442142857,0.636231087857143,0.0760950221428571
