Folder,Mean_1,Min_1,Max_1,Std_1,Mean_2,Min_2,Max_2,Std_2
Catwalk_Adults-Women_Women_White_Fashion_Winter_2015_Casual_Sandals_Open_Toe_Ankle_Loop_Casual_Block,0.4811987,0.4167858,0.54358304,0.0505668,0.42064205,0.3078641,0.52573067,0.07847707
Flying_Machine_Adults-Women_Women_White_Fashion_Summer_2012_Casual_Regular_Fit_Printed_To-Fit_Denote,0.5244339,0.4602518,0.6223756,0.058749113,0.57359815,0.52707744,0.6620793,0.046389323
Revlon_Adults-Women_Women_Pink_Core_Spring_2017_Casual_1_12_Pink_24_6_Shine_City_Regular_Glossy_NA_L,0.50273687,0.4349846,0.66156816,0.08355855,0.52058315,0.45968428,0.5583467,0.033010997
Chromozome_Adults-Men_Men_Black_Fashion_Summer_2016_Casual_Solid_Inner_Elastic_Single_Long_Machine_W,0.74297076,0.70944166,0.80755234,0.03810977,0.44575936,0.20580266,0.7498867,0.2468277
Puma_Adults-Women_Women_Black_Fashion_Fall_2011_Casual_Handbags_Accessories_Bags,0.51716936,0.4854949,0.5528849,0.021416126,0.533981,0.45233762,0.59752595,0.0556172
Turtle_Adults-Men_Men_Brown_Fashion_Fall_2011_Casual_Slim_Fit_Checked_Garment_Measurements_in_Long_S,0.61899275,0.48283496,0.76252276,0.09927456,0.57918894,0.44709408,0.6643473,0.07197997
Puma_Adults-Men_Men_Black_Fashion_Summer_2012_Casual_Sandals_Footwear_Sandal,0.512113,0.41511652,0.55419296,0.05210519,0.5442526,0.5048543,0.5928985,0.030277831
Belmonte_Adults-Men_Men_Steel_Fashion_Fall_2011_Formal_Cufflinks_Accessories_Cufflinks,0.5177423,0.4506656,0.5734163,0.042741224,0.3970895,0.34829867,0.4528342,0.042475883
French_Connection_Adults-Men_Men_Red_Fashion_Summer_2012_Casual_Solid_Garment_Measurements_in_Short_,0.6152063,0.47038308,0.67577016,0.07537113,0.65133655,0.5692546,0.7527183,0.061334945
Fabindia_Kids-Boys_Boys_Maroon_Fashion_Summer_2012_Ethnic_Garment_Measurements_in_Kurtas_Apparel_Top,0.6047061,0.54941547,0.66493815,0.046847936,0.6113117,0.5591669,0.66246146,0.03480254
Just_Natural_Adults-Men_Men_Black_Fashion_Summer_2012_Casual_Solid_Garment_Measurements_in_Long_Slee,0.60791624,0.5133654,0.70803714,0.06549935,0.5165965,0.36663395,0.57782096,0.07914795
Colour_me_Adults-Men_Men_Silver_Core_Spring_2017_Casual_Perfume_and_Body_Mist_Personal_Care_Fragranc,0.48883396,0.4000019,0.59279805,0.064746566,0.46651188,0.35945237,0.57518816,0.076424055
FILA_Adults-Men_Men_Black_Fashion_Fall_2012_Sports_Running_NA_Lace-Ups_Mesh_Regular_Sports_Shoes_Foo,0.4438838,0.32646874,0.5537862,0.07579561,0.45416585,0.39129743,0.5065533,0.039429452
Hanes_Adults-Men_Men_Black_Fashion_Summer_2016_Casual_Self_Design_Single_Outer_Elastic_Yes_Self_Desi,0.44246235,0.15456691,0.6461077,0.22802188,0.3355514,0.15562561,0.6562017,0.19907092
,0.544311885,0.447841238571429,0.637109532857143,0.0716288432142857,0.503612045,0.403888857857143,0.6096138,0.078233274
