Folder,Mean_1,Min_1,Max_1,Std_1,Mean_2,Min_2,Max_2,Std_2
ADIDAS_Adults-Men_Men_Navy_Blue_Fashion_Summer_2012_Casual_Solid_Garment_Measurements_in_Short_Sleev,0.6174904,0.453303,0.7517103,0.113402136,0.57849797,0.4889509,0.7212133,0.076494925
Ray-Ban_Adults-Men_Men_Metallic_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Long_Clear_NA_NA_Sung,0.5351559,0.47121122,0.5985279,0.047199115,0.50703864,0.45619605,0.60024756,0.043196365
Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic_,0.7257615,0.6797243,0.77199125,0.034153756,0.690173,0.59110504,0.79555285,0.06573637
Inc_5_Adults-Women_Women_Black_Fashion_Winter_2012_Casual_Open_Toe_Synthetic_Slip-On_Casual_Flats_Fo,0.51839334,0.4113419,0.58304894,0.05913625,0.46426916,0.38522655,0.5263639,0.05162409
Rockport_Adults-Men_Men_Navy_Blue_Fashion_Fall_2011_Casual_Flip_Flops_Footwear_Flip_Flops,0.42467538,0.3247912,0.4895261,0.060908467,0.44416875,0.35155904,0.5581126,0.076110244
Playboy_Adults-Men_Men_Blue_Core_Fall_2012_Casual_Flip_Flops_Footwear_Flip_Flops,0.5067978,0.42811388,0.5515577,0.04268026,0.4124981,0.119568355,0.5270102,0.14930023
Clarks_Adults-Men_Men_Black_Fashion_Fall_2012_Casual_Synthetic_Leather_Slip-On_Sandals_Footwear_Sand,0.44691968,0.29584333,0.6435022,0.11518531,0.47062874,0.36758697,0.62692446,0.09595049
Gini_and_Jony_Kids-Boys_Boys_Black_Fashion_Summer_2012_Casual_Regular_Fit_Solid_Garment_Measurements,0.6501835,0.555868,0.78646296,0.08347346,0.64757127,0.4963454,0.7299986,0.08112683
Facit_Adults-Men_Men_White_Fashion_Summer_2016_Casual_Self_Design_Single_Inner_Elastic_No_Self_Desig,0.5854958,0.4958327,0.63594556,0.05047722,0.19396241,0.14151415,0.37959504,0.09301521
Alayna_Adults-Women_Women_Black_Fashion_Summer_2012_Ethnic_Garment_Measurements_in_Short_Sleeves_Rou,0.58729494,0.5425577,0.6141733,0.025973316,0.545874,0.47808987,0.57516557,0.03569927
Baggit_Adults-Women_Women_Purple_Fashion_Summer_2012_Casual_Leather_Handbags_Accessories_Bags,0.39801532,0.30035663,0.45631713,0.055515498,0.4675885,0.37144682,0.50984395,0.050296787
Red_Tape_Adults-Men_Men_Brown_Fashion_Winter_2018_Formal_Leather_Lace-Ups_Regular_Formal_Shoes_Footw,0.62173027,0.5233512,0.7030553,0.06165733,0.59330004,0.5115434,0.6946314,0.05987891
Park_Avenue_Adults-Men_Men_White_Fashion_Summer_2016_Casual_Round_Neck_NA_Cotton_Innerwear_Vests_App,0.51703185,0.46151572,0.5640999,0.03743778,0.5286809,0.19270682,0.6704468,0.17203283
Arrow_Woman_Adults-Women_Women_Red_Fashion_Summer_2012_Casual_Opaque_No_Sleeves_NA_NA_Casual_New_Bas,0.6722957,0.64049244,0.7188387,0.027075471,0.57060206,0.4493262,0.66419816,0.071740404
,0.557660098571428,0.470307372857143,0.63348266,0.0581625263571429,0.508203824285714,0.385797540357143,0.612807456428572,0.0801573539285714
