Folder,Mean_1,Min_1,Max_1,Std_1,Mean_2,Min_2,Max_2,Std_2
Doodle_Kids-Girls_Women_Blue_Fashion_Fall_2011_Casual_Washed_To-Fit_Denotes_Body_Measurements_in_Cot,0.63123816,0.56715184,0.7765986,0.07698949,0.6002607,0.55705224,0.6655494,0.03577749
Puma_Adults-Men_Men_Blue_Fashion_Fall_2011_Sports_Regular_Fit_Printed_Garment_Measurements_in_Short_,0.6002549,0.57931495,0.6257383,0.018279474,0.5517441,0.50727784,0.60430374,0.023403244
SCULLERS_Adults-Men_Men_Purple_Fashion_Fall_2011_Casual_Regular_Fit_Checked_Garment_Measurements_in_,0.5940148,0.47760928,0.6808546,0.074844174,0.55546715,0.4652901,0.6167796,0.05752371
Murcia_Adults-Women_Women_Purple_Fashion_Winter_2015_Casual_Self_Design_Shoulder_Bag_NA_Casual_Regul,0.6189939,0.55591893,0.6982711,0.04651423,0.5623999,0.45821178,0.6687999,0.0673797
Buckaroo_Adults-Men_Men_Brown_Fashion_Summer_2012_Casual_Synthetic_Solid_Round_Toe_Everyday_Leather_,0.56279105,0.42088374,0.6315779,0.07680121,0.54646957,0.48020008,0.6523558,0.06106471
Fabindia_Adults-Women_Women_Blue_Fashion_Summer_2012_Casual_Clutches_Accessories_Bags,0.5398909,0.43707585,0.63758594,0.06566291,0.4759167,0.24525435,0.621051,0.12807131
Ray-Ban_Adults-Unisex_Unisex_Purple_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Long_Clear_NA_NA_,0.68336695,0.6084002,0.7866685,0.06561978,0.658955,0.59291675,0.7020721,0.03778087
FILA_Adults-Men_Men_White_Fashion_Fall_2011_Casual_Driving_Shoes_Casual_Shoes_Footwear_Shoes,0.51339364,0.42071617,0.57546604,0.051368687,0.52673304,0.47787508,0.5795882,0.04378748
Timex_Adults-Men_Men_White_Fashion_Winter_2016_Casual_Hybrid_Water_Resistant_Analogue_Watches_Access,0.36648634,0.24164706,0.4991999,0.08416719,0.37590262,0.3060985,0.4745499,0.06306169
Hanes_Adults-Men_Men_White_Fashion_Summer_2016_Casual_Self_Design_2_Inner_Elastic_Yes_Self_Design_Ma,0.4995331,0.4014379,0.55728626,0.060808893,0.4357832,0.15741791,0.5182923,0.13956204
BULCHEE_Adults-Men_Men_Brown_Core_Winter_2015_Casual_Solid_Synthetic_Leather_NA_Wallets_Accessories_,0.6412061,0.6074024,0.69527966,0.030347694,0.64109105,0.5768502,0.7164205,0.059588682
Park_Avenue_Adults-Men_Men_Brown_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Clear_NA_NA_Sun,0.7097631,0.6198468,0.79593354,0.061637398,0.6300293,0.5349545,0.75156087,0.0768361
maxima_Adults-Women_Women_Silver_Fashion_Winter_2016_Casual_Water_Resistant_Analogue_Watches_Accesso,0.31166083,0.19231337,0.4909493,0.09890275,0.28844923,0.20086929,0.33998936,0.055600755
MTV_Adults-Women_Women_Brown_Fashion_Winter_2016_Casual_Plastic_Regular_Lens_Brown_Hard_Case_Sunglas,0.14595962,0.12735564,0.1769211,0.01659049,0.14279525,0.13910773,0.14567907,0.0024534806
United_Colors_of_Benetton_Adults-Men_Men_Black_Fashion_Fall_2011_Casual_Printed_Garment_Measurements,0.557543,0.5305897,0.58665335,0.023919247,0.50346274,0.4564291,0.53460474,0.023750713
,0.531739759333333,0.452510922,0.614332272666667,0.0568302411333333,0.499697303333333,0.41038703,0.572773098666667,0.05837613164
