product_name,related_product,common_attributes
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "3256.jpg", 8
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "15243.jpg", 8
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "57480.jpg", 8
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "11826.jpg", 8
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "59315.jpg", 8
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "36455.jpg", 7
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "29262.jpg", 7
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "13077.jpg", 7
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "24426.jpg", 7
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "6745.jpg", 7
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "40300.jpg", 7
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "38531.jpg", 7
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "30233.jpg", 7
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "55653.jpg", 7
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "3655.jpg", 7
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "47122.jpg", 7
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "28605.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "22179.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "5939.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "33856.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "6456.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "47124.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "13377.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "41232.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "40485.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "4108.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "36428.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "5916.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "44613.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "6668.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "44447.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "3242.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "3247.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "47612.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "9199.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "45409.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "57009.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "6134.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "47615.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "9135.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "26665.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "44766.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "13481.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "6397.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "25474.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "5896.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "36462.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "38547.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "24717.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "15352.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "15881.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "10297.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "41222.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "12520.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "2899.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "22152.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "2477.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "37254.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "47117.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "36621.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "41551.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "21472.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "32195.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "FILA_Adults-Men_Men_Black_Fashion_Fall_2011_Casual_Casual_Shoes_Footwear_Shoes_5", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "9796.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "18413.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "36426.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "12872.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "35582.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "26551.jpg", 6
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "Enroute_Women_Adults-Women_Women_Navy_Blue_Fashion_Summer_2012_Casual_Driving_Shoes_Casual_Shoes_Foo_3", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "34640.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "9137.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "19882.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "22869.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "5686.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "18400.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "22242.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "24714.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "34632.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "12701.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "3834.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "26638.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "59036.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "20949.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "19940.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "39984.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "33528.jpg", 5
"FILA_Adults-Men_Men_Black_Fashion_Summer_2011_Casual_Casual_Shoes_Footwear_Shoes_1", "22735.jpg", 5
