relationshipType,unique_value_count,unique_values
hasLeatherType,9,"['smooth leather', 'full grain', 'full-grain leather', 'calfskin leather', 'full grain leather', 'smooth', 'leather', 'cowhide', 'suede']"
hasSilhouette,8,"['rectangular', 'a-line', 'straight', 'barrel-shaped', 'trapeze', 'tote bag', 'hobo silhouette', 'shoulder bag']"
hasFabricTreatment,8,"['uncoated', 'embossed', 'suede', 'suede finish', 'smooth', 'smooth finish', 'treated', 'smooth and shiny']"
hasPocketType,7,"['no pocket', 'side pocket', 'pocketless', 'internal pocket', 'internal pockets', 'external', 'side pockets']"
hasLength,7,"['short', 'medium length', 'medium', 'handbag', 'long', 'knee-length', 'above the knee']"
hasSleeveType,6,"['sleeveless', 'short-sleeve', 'long', 'long-sleeve', 'no sleeve', 'short']"
hasNeckline,6,"['round neck', 'straight', 'round neckline', 'round', 'necklineless', 'v-neck']"
hasWaistline,5,"['natural', 'natural-waist', 'high-waisted', 'fitted', 'high waisted']"
hasPattern,4,"['solid color', 'striped', 'textured', 'plaid']"
belongsToCategory,4,"['upperbody', 'wholebody', 'bag', 'lowerbody']"
hasMaterialType,2,"['leather', 'synthetic']"
hasOpeningType,2,"['zipper', 'zipper closure']"
depicts,2,"['bag', 'handbag']"
hasAnimalPattern,2,"['wolf', 'animal pattern']"
hasLapelType,1,['lapelless']
hasNickname,1,['purse']
