relationshipType,unique_value_count,unique_values
hasOpeningType,11,"['round neck', 'crew neck', 'zipper closure', 'crew-neck', 'button', 'round neck opening', 'closed', 'button-down', 'crew neck opening', 'round neckline', 'zip front']"
hasSilhouette,7,"['straight', 'crew neck', 'crew-neck', 'fitted', 'regular', 'a-line', 'round neck']"
hasPattern,7,"['floral', 'striped', 'graphic', 'solid color', 'floral print', 'graphic print', 'plaid']"
hasNeckline,4,"['round neck', 'crew-neck', 'crew neck', 'round']"
hasLapelType,4,"['no-lapel', 'non-existent', 'no_lapel', 'lapel-less']"
hasWaistline,4,"['natural', 'straight', 'defined', 'no-waist']"
hasFabricTreatment,4,"['perforated', 'plain weave', 'stretchy', 'printed']"
hasMaterialType,2,"['cotton', 'cotton blend']"
hasSleeveType,2,"['short-sleeve', 'short']"
hasCollarType,2,"['crew-neck', 'crew']"
hasLength,2,"['short', 'regular']"
depicts,2,"['t-shirt', 'shirt']"
hasAnimalPattern,2,"['non-existent', 'cartoon character']"
belongsToCategory,1,['upperbody']
hasNickname,1,['t-shirt']
hasLeatherType,1,['non-existent']
hasPocketType,1,['side pockets']
