product,relationship,attribute
12932.jpg,hasPattern,striped
12932.jpg,hasMaterialType,cotton
12932.jpg,hasOpeningType,button-down opening
12932.jpg,hasSleeveType,short-sleeve
12932.jpg,hasNeckline,crew neck
12932.jpg,hasCollarType,classic collar
12932.jpg,hasLength,short
12932.jpg,hasWaistline,natural-waist
12932.jpg,hasSilhouette,regular fit
12932.jpg,belongsToCategory,upperbody
12932.jpg,depicts,shirt
26297.jpg,hasPattern,striped
26297.jpg,hasMaterialType,cotton
26297.jpg,hasSleeveType,short-sleeve
26297.jpg,hasNeckline,crew neck
26297.jpg,hasLapelType,absent
26297.jpg,hasCollarType,polo collar
26297.jpg,hasWaistline,natural
26297.jpg,hasLength,short
26297.jpg,hasSilhouette,straight
26297.jpg,belongsToCategory,upperbody
26297.jpg,depicts,shirt
14018.jpg,hasPattern,striped
14018.jpg,hasMaterialType,cotton
14018.jpg,hasOpeningType,button front
14018.jpg,hasSleeveType,short-sleeve
14018.jpg,hasNeckline,crew neck
14018.jpg,hasCollarType,non-collared
14018.jpg,hasLength,short
14018.jpg,hasWaistline,no waist
14018.jpg,hasSilhouette,straight
14018.jpg,belongsToCategory,upperbody
14018.jpg,depicts,shirt
2747.jpg,hasPattern,striped
2747.jpg,hasMaterialType,cotton
2747.jpg,hasSleeveType,short-sleeve
2747.jpg,hasNeckline,crew neck
2747.jpg,hasCollarType,spread-collar
2747.jpg,hasLength,short
2747.jpg,hasWaistline,natural
2747.jpg,hasSilhouette,straight
2747.jpg,belongsToCategory,upperbody
2747.jpg,depicts,shirt
44586.jpg,hasPattern,plaid
44586.jpg,hasOpeningType,button front
44586.jpg,hasSleeveType,short-sleeve
44586.jpg,hasNeckline,crew neck
44586.jpg,hasLength,short
44586.jpg,hasWaistline,natural
44586.jpg,belongsToCategory,upperbody
44586.jpg,depicts,shirt
44586.jpg,hasFabricTreatment,unfinished
44586.jpg,hasMaterialType,cotton
44586.jpg,hasOpeningType,zipper
44586.jpg,hasPocketType,side-pockets
44586.jpg,hasLength,full-length
44586.jpg,hasWaistline,high-waisted
