relationshipType,unique_value_count,unique_values
hasLength,13,"['short', 'low-heeled', 'ankle-high boots', 'ankle length', 'ankle boots', 'low-top', 'low top', 'ankle-high', 'long', 'ankle boots length', 'high-heeled', 'ankle-length', 'half length']"
hasOpeningType,11,"['zipper', 'lace-up closure', 'closed toe', 'lace-up', 'slip-on', 'closed', 'zipper closure', 'closed opening', 'lacing', 'lace up', 'closed front']"
hasLeatherType,10,"['full-grain leather', 'full grain leather', 'full grain', 'smooth leather', 'top grain leather', 'smooth', 'leather', 'suede', 'patent leather', 'nappa leather']"
hasFabricTreatment,8,"['suede finish', 'suede', 'polished', 'polished finish', 'soft finish', 'embossed', 'smooth finish', 'no treatment']"
hasNeckline,5,"['round neckline', 'round neck', 'no neckline', 'v-neck', 'crew neck']"
hasSleeveType,4,"['long-sleeve', 'short-sleeve', 'sleeveless', 'closed']"
hasPattern,4,"['solid color', 'striped', 'plain weave', 'striped pattern']"
hasPocketType,3,"['pocketless', 'side pockets', 'pockets']"
hasSilhouette,2,"['pointed toe', 'square toe']"
belongsToCategory,2,"['upperbody', 'lowerbody']"
hasLapelType,2,"['lapelless', 'open neck']"
hasWaistline,2,"['high-waisted', 'natural-waist']"
depicts,1,['shoes']
hasMaterialType,1,['leather']
hasAnimalPattern,1,['animal print']
hasCollarType,1,['strap']
