relationshipType,unique_value_count,unique_values
hasOpeningType,8,"['zipper closure', 'button front', 'zipper', 'round neckline', 'button', 'front opening', 'zip', 'buttons']"
hasWaistline,5,"['natural', 'high-waisted', 'natural-waist', 'fitted', 'natural waistline']"
hasFabricTreatment,4,"['plain weave', 'print', 'unfinished seams', 'printed']"
hasSleeveType,3,"['short-sleeve', 'sleeveless', 'three-quarter length sleeves']"
depicts,3,"['dress', 'shirt', 'blouse']"
hasNeckline,2,"['v-neck', 'round']"
hasCollarType,2,"['v-neck', 'round']"
belongsToCategory,2,"['upperbody', 'lowerbody']"
hasAnimalPattern,2,"['no animal patterns', 'no']"
hasPattern,1,['floral']
hasMaterialType,1,['cotton']
hasLength,1,['knee-length']
hasSilhouette,1,['a-line']
hasPocketType,1,['side pockets']
hasLeatherType,1,['no leather']
