relationshipType,unique_value_count,unique_values
hasLength,9,"['not defined', 'short', 'medium length', 'medium', 'handbag', 'knee-length', 'long', '8-10 inches long', 'midi']"
hasFabricTreatment,8,"['stitched seams', 'plain weave', 'perforation', 'smooth finish', 'printed', 'no treatment', 'un-treated', 'textured']"
hasNeckline,8,"['not defined', 'round neckline', 'round neck', 'round', 'necklineless', 'straight', 'straight neck', 'no neckline']"
hasSilhouette,8,"['rectangular', 'a-line', 'barrel-shaped', 'straight', 'shoulder bag', 'structured', 'tote bag', 'hobo silhouette']"
hasPocketType,7,"['front pocket', 'pockets', 'pocketless', 'internal', 'internal pockets', 'exterior pockets', 'side pockets']"
hasWaistline,6,"['not defined', 'high-waisted', 'natural', 'high', 'natural-waist', 'no waist']"
hasOpeningType,5,"['zipper', 'zipper closure', 'open front', 'drawstring opening', 'zipper opening']"
hasSleeveType,5,"['not defined', 'long', 'sleeveless', 'long-sleeve', 'short-sleeve']"
hasPattern,4,"['solid color', 'textured', 'striped', 'floral']"
hasMaterialType,4,"['fabric', 'leather', 'leather or fabric', 'synthetic material']"
hasLeatherType,3,"['not defined', 'smooth', 'no leather']"
depicts,3,"['wallet', 'bag', 'handbag']"
hasAnimalPattern,2,"['not defined', 'elephant']"
hasLapelType,2,"['not defined', 'lapelless']"
belongsToCategory,2,"['upperbody', 'bag']"
hasCollarType,1,['not defined']
hasNickname,1,['handbag']
