relationshipType,unique_value_count,unique_values
hasSleeveType,7,"['long-sleeve', 'sleeveless', 'short', 'long', 'short-sleeve', 'no-sleeves', 'no sleeve']"
hasFabricTreatment,6,"['plain weave', 'smooth', 'treated', 'textured', 'no fabric treatment specified', 'stitched']"
hasOpeningType,6,"['zipper', 'buttonhole', 'buckle', 'zipper closure', 'strap', 'top handle']"
hasMaterialType,5,"['fabric', 'leather', 'synthetic', 'cotton', 'synthetic material']"
belongsToCategory,5,"['lowerbody', 'upperbody', 'bag', 'head', 'wholebody']"
hasPattern,5,"['solid color', 'polka-dot', 'striped', 'floral', 'solid-colored']"
hasLeatherType,5,"['smooth leather', 'full-grain leather', 'smooth', 'calfskin', 'no leather type specified']"
hasNeckline,4,"['round neck', 'round', 'no-neckline', 'straight neck']"
hasWaistline,4,"['high', 'natural', 'high-waisted', 'high waisted']"
hasPocketType,4,"['no pocket', 'side', 'zipper', 'internal pocket']"
hasLength,3,"['short', 'regular', 'long']"
hasSilhouette,3,"['rectangular', 'straight', 'round']"
depicts,3,"['bag', 'watch', 'wallet']"
hasNickname,1,['clutch']
