relationshipType,unique_value_count,unique_values
hasSilhouette,4,"['oval', 'rectangular', 'aviator', 'ovals']"
hasPattern,4,"['solid color', 'gradient', 'striped', 'stripe']"
hasLength,4,"['short', 'medium', 'long', 'full-length']"
hasSleeveType,3,"['sleeveless', 'short', 'long']"
hasNeckline,3,"['no neckline', 'round', 'round neckline']"
hasFabricTreatment,2,"['coated', 'anti-reflective coating']"
hasNickname,2,"['sunglasses', 'eyewear']"
hasMaterialType,1,['plastic']
belongsToCategory,1,['head']
depicts,1,['glasses']
hasOpeningType,1,['closed opening']
hasLeatherType,1,['plastic']
hasPocketType,1,['pocket-less']
hasLapelType,1,['no-lapel']
