relationshipType,unique_value_count,unique_values
hasOpeningType,9,"['button', 'zipper', 'buckle', 'buttonhole', 'closed', 'open', 'round', 'button or zipper', 'closed opening']"
hasMaterialType,6,"['stainless steel', 'metal', 'rubber', 'fabric', 'leather', 'plastic']"
hasFabricTreatment,6,"['polished', 'smooth', 'plain weave', 'treated with a water-repellent coating', 'coated', 'stamped']"
hasSleeveType,5,"['long', 'short', 'long-sleeve', 'sleeveless', 'short-sleeve']"
belongsToCategory,5,"['upperbody', 'head', 'headwear', 'watch', 'lowerbody']"
hasNeckline,5,"['round', 'round neckline', 'round-necked', 'circular', 'no neckline']"
hasSilhouette,4,"['round', 'circular', 'square', 'straight']"
hasLength,3,"['short', 'long', 'medium']"
hasPattern,3,"['solid color', 'geometric', 'striped']"
hasWaistline,2,"['natural', 'no waist']"
hasLeatherType,2,"['calfskin', 'full-grain leather']"
hasNickname,2,"['timepiece', 'wristwatch']"
depicts,1,['watch']
hasPocketType,1,['no pocket']
hasLapelType,1,['lapel-less']
