product,relationship,attribute
21896.jpg,hasPattern,floral
21896.jpg,hasMaterialType,cotton
21896.jpg,hasOpeningType,zipper closure
21896.jpg,hasSleeveType,short-sleeve
21896.jpg,hasNeckline,v-neck
21896.jpg,hasCollarType,v-neck
21896.jpg,hasLength,knee-length
21896.jpg,hasWaistline,natural
21896.jpg,hasSilhouette,a-line
21896.jpg,belongsToCategory,upperbody
21896.jpg,depicts,dress
7413.jpg,hasPattern,floral
7413.jpg,hasMaterialType,cotton
7413.jpg,hasOpeningType,closed front
7413.jpg,hasSleeveType,short-sleeve
7413.jpg,hasNeckline,round neckline
7413.jpg,hasCollarType,round neck
7413.jpg,hasLength,knee-length
7413.jpg,hasWaistline,natural
7413.jpg,hasSilhouette,a-line
7413.jpg,belongsToCategory,upperbody
7413.jpg,depicts,dress
15830.jpg,hasPattern,floral
15830.jpg,hasFabricTreatment,plain weave
15830.jpg,hasMaterialType,cotton
15830.jpg,hasOpeningType,zipper closure
15830.jpg,hasSleeveType,short-sleeve
15830.jpg,hasNeckline,v-neck
15830.jpg,hasCollarType,v-neck
15830.jpg,hasLength,knee-length
15830.jpg,hasWaistline,natural-waist
15830.jpg,hasSilhouette,a-line
15830.jpg,belongsToCategory,upperbody
15830.jpg,depicts,dress
24373.jpg,hasPattern,floral
24373.jpg,hasMaterialType,cotton
24373.jpg,hasOpeningType,round neckline
24373.jpg,hasSleeveType,short-sleeve
24373.jpg,hasNeckline,v-neck
24373.jpg,hasCollarType,v-neck
24373.jpg,hasWaistline,natural-waist
24373.jpg,hasLength,knee-length
24373.jpg,hasSilhouette,a-line
24373.jpg,belongsToCategory,upperbody
24373.jpg,depicts,dress
22036.jpg,hasPattern,floral
22036.jpg,hasMaterialType,cotton
22036.jpg,hasOpeningType,zipper
22036.jpg,hasSleeveType,short-sleeve
22036.jpg,hasNeckline,v-neck
22036.jpg,hasCollarType,v-neck
22036.jpg,hasLength,knee-length
22036.jpg,hasWaistline,natural
22036.jpg,hasSilhouette,a-line
22036.jpg,belongsToCategory,upperbody
22036.jpg,depicts,dress
28704.jpg,hasPattern,floral
28704.jpg,hasMaterialType,cotton
28704.jpg,hasSleeveType,short-sleeve
28704.jpg,hasNeckline,v-neck
28704.jpg,hasCollarType,v-neck
28704.jpg,hasLength,knee-length
28704.jpg,hasWaistline,natural waistline
28704.jpg,hasSilhouette,a-line
28704.jpg,belongsToCategory,upperbody
28704.jpg,depicts,dress
36503.jpg,hasPattern,floral
36503.jpg,hasMaterialType,cotton
36503.jpg,hasOpeningType,zipper
36503.jpg,hasSleeveType,short-sleeve
36503.jpg,hasNeckline,v-neck
36503.jpg,hasCollarType,mandarin-collar
36503.jpg,hasLength,knee-length
36503.jpg,hasWaistline,natural
36503.jpg,hasSilhouette,a-line
36503.jpg,belongsToCategory,upperbody
36503.jpg,depicts,dress
28754.jpg,hasPattern,floral
28754.jpg,hasFabricTreatment,plain weave
28754.jpg,hasMaterialType,cotton
28754.jpg,hasOpeningType,button-front closure
28754.jpg,hasSleeveType,short-sleeve
28754.jpg,hasNeckline,round neck
28754.jpg,hasCollarType,v-neck
28754.jpg,hasLength,knee-length
28754.jpg,hasWaistline,natural
28754.jpg,hasSilhouette,a-line
28754.jpg,belongsToCategory,upperbody
28754.jpg,depicts,dress
19078.jpg,hasPattern,floral
19078.jpg,hasMaterialType,cotton
19078.jpg,hasOpeningType,button-front closure
19078.jpg,hasSleeveType,short-sleeve
19078.jpg,hasNeckline,v-neck
19078.jpg,hasLength,knee-length
19078.jpg,hasWaistline,natural
19078.jpg,hasSilhouette,a-line
19078.jpg,belongsToCategory,upperbody
19078.jpg,depicts,dress
53843.jpg,hasPattern,floral
53843.jpg,hasFabricTreatment,plain weave
53843.jpg,hasMaterialType,cotton
53843.jpg,hasSleeveType,short-sleeve
53843.jpg,hasNeckline,round neckline
53843.jpg,hasCollarType,round neck
53843.jpg,hasLength,knee-length
53843.jpg,hasWaistline,natural
53843.jpg,hasSilhouette,a-line
53843.jpg,belongsToCategory,upperbody
53843.jpg,depicts,dress
36827.jpg,hasPattern,floral
36827.jpg,hasMaterialType,cotton
36827.jpg,hasSleeveType,short-sleeve
36827.jpg,hasNeckline,v-neck
36827.jpg,hasCollarType,v-neck
36827.jpg,hasLength,knee-length
36827.jpg,hasWaistline,natural-waist
36827.jpg,hasSilhouette,a-line
36827.jpg,belongsToCategory,upperbody
36827.jpg,depicts,dress
28688.jpg,hasAnimalPattern,no animal patterns
28688.jpg,hasPattern,floral
28688.jpg,hasMaterialType,cotton
28688.jpg,hasSleeveType,short-sleeve
28688.jpg,hasNeckline,v-neck
28688.jpg,hasCollarType,v-neck
28688.jpg,hasLength,knee-length
28688.jpg,hasWaistline,natural waistline
28688.jpg,hasSilhouette,a-line
28688.jpg,belongsToCategory,upperbody
28688.jpg,depicts,dress
21931.jpg,hasPattern,floral
21931.jpg,hasMaterialType,cotton
21931.jpg,hasSleeveType,short-sleeve
21931.jpg,hasNeckline,v-neck
21931.jpg,hasLength,knee-length
21931.jpg,hasWaistline,natural
21931.jpg,hasSilhouette,a-line
21931.jpg,belongsToCategory,upperbody
21931.jpg,depicts,dress
45837.jpg,hasPattern,floral
45837.jpg,hasMaterialType,cotton
45837.jpg,hasOpeningType,fastening by buttons and zippers
45837.jpg,hasSleeveType,short-sleeve
45837.jpg,hasNeckline,v-shaped
45837.jpg,hasCollarType,v-neck
45837.jpg,hasLength,knee-length
45837.jpg,hasWaistline,natural
45837.jpg,hasSilhouette,a-line
45837.jpg,belongsToCategory,upperbody
45837.jpg,depicts,dress
14542.jpg,hasPattern,floral
14542.jpg,hasMaterialType,cotton
14542.jpg,hasOpeningType,zipper closure
14542.jpg,hasSleeveType,short-sleeve
14542.jpg,hasNeckline,v-neck
14542.jpg,hasCollarType,notch-collar
14542.jpg,hasLength,knee-length
14542.jpg,hasWaistline,natural
14542.jpg,hasSilhouette,a-line
14542.jpg,belongsToCategory,upperbody
14542.jpg,depicts,dress
22072.jpg,hasPattern,floral
22072.jpg,hasFabricTreatment,plain weave
22072.jpg,hasMaterialType,cotton
22072.jpg,hasOpeningType,zipper
22072.jpg,hasSleeveType,short-sleeve
22072.jpg,hasNeckline,round
22072.jpg,hasCollarType,v-neck
22072.jpg,hasLength,knee-length
22072.jpg,hasWaistline,natural
22072.jpg,hasSilhouette,a-line
22072.jpg,belongsToCategory,upperbody
22072.jpg,depicts,dress
20096.jpg,hasPattern,floral
20096.jpg,hasMaterialType,cotton
20096.jpg,hasSleeveType,short-sleeve
20096.jpg,hasNeckline,v-neck
20096.jpg,hasCollarType,v-neck
20096.jpg,hasLength,knee-length
20096.jpg,hasWaistline,natural
20096.jpg,hasSilhouette,a-line
20096.jpg,belongsToCategory,upperbody
20096.jpg,depicts,dress
20111.jpg,hasPattern,floral
20111.jpg,hasMaterialType,cotton
20111.jpg,hasSleeveType,short-sleeve
20111.jpg,hasNeckline,v-neck
20111.jpg,hasCollarType,v-neck
20111.jpg,hasLength,knee-length
20111.jpg,hasSilhouette,a-line
20111.jpg,belongsToCategory,upperbody
20111.jpg,depicts,dress
