product,relationship,attribute
49468.jpg,hasFabricTreatment,unbleached
49468.jpg,hasMaterialType,synthetic
49468.jpg,hasOpeningType,closed toe
49468.jpg,hasPocketType,pocketless
49468.jpg,hasSleeveType,sleeveless
49468.jpg,hasNeckline,round neckline
49468.jpg,hasLapelType,lapel-less
49468.jpg,hasLength,low-top
49468.jpg,hasSilhouette,slip-on
49468.jpg,belongsToCategory,lowerbody
49468.jpg,depicts,shoes
9323.jpg,hasPattern,solid color
9323.jpg,hasMaterialType,synthetic
9323.jpg,hasOpeningType,side opening
9323.jpg,hasSleeveType,sleeveless
9323.jpg,hasNeckline,round neckline
9323.jpg,hasLength,ankle-high
9323.jpg,hasSilhouette,slip-on
9323.jpg,belongsToCategory,lowerbody
9323.jpg,depicts,shoes
57009.jpg,hasPattern,solid color
57009.jpg,hasMaterialType,synthetic
57009.jpg,hasOpeningType,slip-on
57009.jpg,hasSleeveType,sleeveless
57009.jpg,hasNeckline,round
57009.jpg,hasLength,low-cut
57009.jpg,hasSilhouette,flat
57009.jpg,belongsToCategory,lowerbody
57009.jpg,depicts,shoes
17837.jpg,hasPattern,solid color
17837.jpg,hasFabricTreatment,treated with dye or pigment
17837.jpg,hasMaterialType,synthetic
17837.jpg,hasOpeningType,slip-on
17837.jpg,hasSleeveType,sleeveless
17837.jpg,hasLength,short
17837.jpg,hasSilhouette,flat
17837.jpg,belongsToCategory,lowerbody
17837.jpg,depicts,shoes
30246.jpg,hasPattern,solid color
30246.jpg,hasMaterialType,synthetic
30246.jpg,hasOpeningType,slip-on
30246.jpg,hasSleeveType,sleeveless
30246.jpg,hasLength,short
30246.jpg,hasSilhouette,flat
30246.jpg,belongsToCategory,lowerbody
30246.jpg,depicts,shoes
5692.jpg,hasMaterialType,synthetic
5692.jpg,hasOpeningType,slip-on
5692.jpg,hasLength,flat
5692.jpg,hasSilhouette,slip-on
5692.jpg,belongsToCategory,lowerbody
5692.jpg,depicts,shoes
15886.jpg,hasPattern,striped
15886.jpg,hasFabricTreatment,textured
15886.jpg,hasMaterialType,synthetic
15886.jpg,hasOpeningType,slip-on
15886.jpg,hasLength,slip-on
15886.jpg,hasSilhouette,round toe
15886.jpg,belongsToCategory,lowerbody
15886.jpg,depicts,shoes
23852.jpg,hasPattern,striped
23852.jpg,hasFabricTreatment,perforated
23852.jpg,hasLeatherType,no leather
23852.jpg,hasMaterialType,synthetic
23852.jpg,hasOpeningType,slip-on
23852.jpg,hasSleeveType,short-sleeve
23852.jpg,hasNeckline,round neck
23852.jpg,hasLength,ankle-high
