relationshipType,unique_value_count,unique_values
hasOpeningType,9,"['buttonhole', 'buckle', 'button hole', 'button', 'closed front', 'false', 'fastener on the side', 'zipper and buttonhole', 'snap fastener']"
hasFabricTreatment,9,"['smooth', 'dyed', 'polished', 'textured', 'coated', 'embossed', 'suede', 'stained', 'treated']"
hasSilhouette,7,"['round', 'square', 'straight', 'rectangular', 'angular', 'oval', 'circular']"
belongsToCategory,5,"['head', 'headwear', 'upperbody', 'watch', 'lowerbody']"
hasPattern,5,"['stripe', 'geometric', 'solid color', 'striped', 'plaid']"
hasMaterialType,4,"['leather', 'synthetic', 'stainless steel', 'metal']"
hasLength,4,"['short', 'medium', 'long', 'midi']"
hasSleeveType,4,"['short', 'long', 'sleeveless', 'long-sleeve']"
hasLeatherType,3,"['cowhide', 'calfskin', 'smooth']"
hasNeckline,2,"['round', 'straight neckline']"
hasPocketType,2,"['false', 'no pocket']"
hasWaistline,2,"['natural', 'high']"
hasNickname,2,"['wristwatch', 'bracelet']"
depicts,1,['watch']
hasAnimalPattern,1,['false']
