relationshipType,unique_value_count,unique_values
hasFabricTreatment,12,"['softened', 'unfinished', 'plain weave', 'unlined', 'solid', 'brushed', 'no treatment', 'plain-weave', 'twill weave', 'plain weaved', 'woven', 'unfinished seams']"
hasNeckline,12,"['classic', 'straight', 'pointed', 'spread', 'notched', 'v-neck', 'crew neck', 'point', 'crew', 'round', 'crewneck', 'notch']"
hasPocketType,9,"['chest pocket', 'breast', 'patch pockets', 'patch', 'slant', 'flap', 'side', 'side seam', 'side pocket']"
hasCollarType,8,"['pointed', 'spread-collar', 'point', 'button-down', 'collared', 'crew-neck', 'round', 'notch']"
hasOpeningType,5,"['button', 'buttons', 'zip closure', 'button front', 'button-up']"
hasSilhouette,5,"['straight', 'classic', 'fitted', 'round', 'angular']"
hasPattern,5,"['striped', 'stripe', 'plaid', 'zebra', 'checked']"
hasLapelType,5,"['peak', 'peakless', 'notch', 'notched', 'pointed']"
hasMaterialType,2,"['cotton', 'fabric']"
hasSleeveType,2,"['long', 'short']"
hasLength,2,"['long', 'short']"
depicts,2,"['shirt', 'watch']"
hasWaistline,1,['natural']
belongsToCategory,1,['upperbody']
hasAnimalPattern,1,['no animal patterns']
