relationshipType,unique_value_count,unique_values
hasOpeningType,21,"['button front', 'open front', 'back zipper', 'front opening', 'open back', 'zipper', 'front-zipper', 'back closure', 'v-neck', 'closure', 'front open', 'front-opening', 'slip-on', 'button-down**: the opening type is button-down', 'zipper closure', 'button-down front', 'n/a', 'lace-up opening', 'zipped', 'na', 'back opening']"
hasLength,17,"['midi', 'short', 'above the knee', 'mid-thigh', 'ankle-high', 'long**: the length is long', 'full length', 'regular fit', 'n/a', 'long', 'ankle length', 'above the waist', 'na', 'sleeveless', 'short sleeve', 'above knee', 'short/long/sleeveless']"
hasSilhouette,17,"['fitted', 'fitting', 'a-line', 'push-up', 'oval', 'slip-on', 'straight**: the most appropriate silhouette is straight', 'rectangular with padded back and shoulder straps', 'classic fit', 'round', 'straight', 'rectangular', 'long & thin', 'pointed toe', 'round neck', 'regular fit', 'straight/slim-fit']"
depicts,13,"['bra', 't-shirt', 'shirt', 'sunglasses', 'shoes', 'shirt**: the most relevant garment category is shirt', 'backpack', 'perfume bottle', 'wallet', 'scarf', 'formal leather lace-ups regular formal shoes footw_5', 'vest', 'top']"
hasFabricTreatment,12,"['stretch', 'stretchable', 'stretchy', 'no treatment', 'non-textured', 'non-treated', 'no-treatment', 'n/a', 'none**: there are no textile finishing or techniques', 'water-resistant coating', 'plain weave', 'na']"
hasNeckline,12,"['v-neck', 'scoop neck', 'sweetheart', 'u-neck', 'u-shaped neckline', 'round', 'n/a', 'v-neck**: the neckline is v-neck', 'classic pointed collar', 'round neck', 'round/crew-neck', 'plunging v-neck']"
hasMaterialType,11,"['synthetic', 'synthetic fiber', 'cotton', 'fabric', 'nylon', 'opaque', 'na', 'cotton**: the material type is cotton', 'polyester blend', 'leather', 'n/a']"
hasPattern,11,"['solid color', 'floral', 'striped', 'na', 'plaid**: the pattern type is plaid', 'solid color with embellishments', 'checked pattern', 'n/a', 'animal skin', 'checked', 'printed/cartoon character']"
hasSleeveType,7,"['sleeveless', 'no-sleeves', 'long-sleeved**: the sleeve type is long-sleeved', 'long-sleeve', 'n/a', 'na', 'short-sleeve']"
hasWaistline,6,"['natural', 'n/a', 'natural**: the waistline type is natural', 'na', 'high', 'natural-waist']"
hasNickname,6,"['bra', 'na', 'dress shirt', 'perfume bottle', 'lavender scarf', 'n/a']"
hasPocketType,6,"['no pocket', 'no-pockets', 'n/a', 'none**: there are no pockets', 'front pocket and side pockets', 'na']"
belongsToCategory,5,"['upperbody', 'headwear', 'upperbody**: the correct supercategory is upperbody', 'wholebody', 'lowerbody']"
hasLeatherType,5,"['n/a', 'none**: there is no leather type', 'brown', 'smooth finish', 'na']"
hasCollarType,5,"['n/a', 'mandarin**: the collar style is mandarin', 'button-down collar', 'round neck', 'crew-neck']"
hasLapelType,4,"['no-lapel', 'n/a', 'none**: there is no lapel type', 'na']"
hasAnimalPattern,3,"['n/a', 'none**: there is no animal pattern', 'na']"
