relationshipType,unique_value_count,unique_values
hasLength,7,"['knee-length', 'above the knee', 'short', 'above-knee length', 'long', 'above-the-knee', 'mid-calf length']"
hasOpeningType,6,"['zipper closure', 'front opening', 'buttons', 'zipper', 'button', 'zip']"
hasCollarType,6,"['v-neck', 'round', 'notched', 'mandarin-collar', 'notch-collar', 'round collar']"
hasSleeveType,5,"['short-sleeve', 'cap-sleeves', 'sleeveless', 'long', 'short']"
hasFabricTreatment,5,"['plain weave', 'smooth', 'solid', 'print', 'unfinished seams']"
hasMaterialType,3,"['cotton', 'cotton and polyester blend', 'cotton blend']"
hasAnimalPattern,3,"['no animal print', 'flower', 'no']"
hasNeckline,2,"['v-neck', 'round']"
hasPattern,1,['floral']
hasWaistline,1,['natural']
hasSilhouette,1,['a-line']
belongsToCategory,1,['upperbody']
depicts,1,['dress']
