product,relationship,attribute
10670.jpg,hasMaterialType,cotton
10670.jpg,hasSleeveType,short-sleeve
10670.jpg,hasNeckline,crew neck
10670.jpg,hasCollarType,crew-neck
10670.jpg,hasLength,short
10670.jpg,hasSilhouette,crew neck
10670.jpg,belongsToCategory,upperbody
10670.jpg,depicts,t-shirt
2788.jpg,hasFabricTreatment,no treatments
2788.jpg,hasLeatherType,no leather
2788.jpg,hasMaterialType,cotton
2788.jpg,hasOpeningType,round opening
2788.jpg,hasSleeveType,short-sleeve
2788.jpg,hasNeckline,crew neck
2788.jpg,hasCollarType,round collar
2788.jpg,hasLength,short
2788.jpg,hasSilhouette,crew neck
2788.jpg,belongsToCategory,upperbody
2788.jpg,depicts,t-shirt
38808.jpg,hasMaterialType,cotton
38808.jpg,hasOpeningType,round neck
38808.jpg,hasSleeveType,short-sleeve
38808.jpg,hasNeckline,crew neck
38808.jpg,hasCollarType,crew-neck
38808.jpg,hasSilhouette,crew neck
38808.jpg,belongsToCategory,upperbody
38808.jpg,depicts,t-shirt
28997.jpg,hasPattern,graphic print
28997.jpg,hasMaterialType,cotton
28997.jpg,hasSleeveType,short-sleeve
28997.jpg,hasNeckline,crew neck
28997.jpg,hasCollarType,round
28997.jpg,hasLength,short
28997.jpg,hasWaistline,straight
28997.jpg,hasSilhouette,crew neck
28997.jpg,belongsToCategory,upperbody
28997.jpg,depicts,t-shirt
31255.jpg,hasMaterialType,cotton
31255.jpg,hasSleeveType,short-sleeve
31255.jpg,hasNeckline,crew neck
31255.jpg,hasCollarType,crew-neck
31255.jpg,hasLength,short-length
31255.jpg,hasSilhouette,crew neck
31255.jpg,belongsToCategory,upperbody
31255.jpg,depicts,t-shirt
3751.jpg,hasPattern,textured
3751.jpg,hasMaterialType,cotton
3751.jpg,hasOpeningType,crew neck
3751.jpg,hasSleeveType,short-sleeve
3751.jpg,hasNeckline,round neckline
3751.jpg,hasCollarType,crew-neck
3751.jpg,hasLength,short-sleeved
3751.jpg,hasSilhouette,crew neck
3751.jpg,hasNickname,blue t-shirt
3751.jpg,belongsToCategory,upperbody
3751.jpg,depicts,t-shirt
3060.jpg,hasMaterialType,cotton
3060.jpg,hasOpeningType,round neck
3060.jpg,hasSleeveType,short-sleeve
3060.jpg,hasNeckline,crew neck
3060.jpg,hasCollarType,crew-neck
3060.jpg,hasLength,short-sleeved
3060.jpg,hasSilhouette,crew neck
3060.jpg,hasNickname,tan shirt
3060.jpg,belongsToCategory,upperbody
3060.jpg,depicts,t-shirt
20250.jpg,hasMaterialType,cotton
20250.jpg,hasOpeningType,crew neck
