relationshipType,unique_value_count,unique_values
hasFabricTreatment,12,"['textured', 'breathable', 'texturized', 'breathable mesh', 'breathable mesh panels', 'perforated', 'waterproof', 'smooth', 'brushed', 'breathable mesh and synthetic materials', 'nubuck', 'breathable mesh panel']"
hasOpeningType,7,"['lace-up', 'zipper', 'closed toe', 'slip-on', 'lace-up front', 'velcro', 'tied with laces']"
hasSleeveType,6,"['long-sleeve', 'sleeveless', 'closed', 'short-sleeve', 'short', 'short sleeveless']"
hasSilhouette,5,"['athletic', 'round toe', 'slip-on', 'round', 'regular']"
hasNeckline,5,"['round neckline', 'round', 'round neck', 'closed', 'no neckline']"
hasPattern,3,"['striped', 'solid color', 'solid-colored']"
hasMaterialType,1,['synthetic']
hasLength,1,['ankle-high']
belongsToCategory,1,['lowerbody']
depicts,1,['shoes']
hasLapelType,1,['lapel-less']
hasLeatherType,1,['no leather']
hasWaistline,1,['non-waisted']
hasAnimalPattern,1,['no animal print']
hasCollarType,1,['non-collared']
