product,relationship,attribute
49880.jpg,hasPattern,solid color
49880.jpg,hasFabricTreatment,polished
49880.jpg,hasMaterialType,metal
49880.jpg,hasOpeningType,one opening
49880.jpg,hasNeckline,round
49880.jpg,hasLength,short
49880.jpg,hasSilhouette,round
49880.jpg,belongsToCategory,head
49880.jpg,depicts,watch
17426.jpg,hasFabricTreatment,polished
17426.jpg,hasMaterialType,metal
17426.jpg,hasOpeningType,round
17426.jpg,hasLength,short
17426.jpg,hasSilhouette,square
17426.jpg,belongsToCategory,upperbody
17426.jpg,depicts,watch
43174.jpg,hasLeatherType,no leather
43174.jpg,hasMaterialType,metal
43174.jpg,hasOpeningType,closed opening
43174.jpg,hasSleeveType,sleeveless
43174.jpg,hasNeckline,round neckline
43174.jpg,hasLength,short
43174.jpg,hasSilhouette,round
43174.jpg,belongsToCategory,head
43174.jpg,depicts,watch
37477.jpg,hasPattern,plain pattern
37477.jpg,hasFabricTreatment,polished
37477.jpg,hasMaterialType,metal
37477.jpg,hasOpeningType,button
37477.jpg,hasPocketType,pocketless
37477.jpg,hasSleeveType,sleeveless
37477.jpg,hasNeckline,round neckline
37477.jpg,hasLength,short
37477.jpg,hasSilhouette,round
37477.jpg,hasNickname,wristwatch
37477.jpg,belongsToCategory,accessories
37477.jpg,depicts,watch
45042.jpg,hasMaterialType,leather
45042.jpg,hasOpeningType,buckle
45042.jpg,hasSleeveType,sleeveless
45042.jpg,hasNeckline,round
45042.jpg,hasLength,short
45042.jpg,hasSilhouette,round
45042.jpg,belongsToCategory,upperbody
45042.jpg,depicts,watch
40557.jpg,hasFabricTreatment,polished
40557.jpg,hasMaterialType,metal
40557.jpg,hasOpeningType,buckle
40557.jpg,hasNeckline,round
40557.jpg,hasLength,short
40557.jpg,hasSilhouette,circular
40557.jpg,belongsToCategory,upperbody
40557.jpg,depicts,watch
46313.jpg,hasLeatherType,no leather
46313.jpg,hasMaterialType,metal
46313.jpg,hasLength,short
46313.jpg,hasSilhouette,round
46313.jpg,belongsToCategory,upperbody
46313.jpg,depicts,watch
36902.jpg,hasFabricTreatment,polished
36902.jpg,hasMaterialType,metal
36902.jpg,hasOpeningType,button
36902.jpg,hasSleeveType,long
36902.jpg,hasNeckline,round
36902.jpg,hasLength,short
36902.jpg,hasSilhouette,round
36902.jpg,belongsToCategory,headwear
36902.jpg,depicts,watch
32307.jpg,hasFabricTreatment,polished
32307.jpg,hasMaterialType,metal
32307.jpg,hasOpeningType,button
32307.jpg,hasSleeveType,short
32307.jpg,hasNeckline,round
32307.jpg,hasLength,short
32307.jpg,hasSilhouette,round
32307.jpg,belongsToCategory,head
32307.jpg,depicts,watch
58447.jpg,hasMaterialType,metal
58447.jpg,hasOpeningType,button
58447.jpg,hasSleeveType,long
58447.jpg,hasNeckline,round
58447.jpg,hasLength,short
58447.jpg,hasSilhouette,circular
58447.jpg,belongsToCategory,upperbody
58447.jpg,depicts,watch
43179.jpg,hasFabricTreatment,no treatment
43179.jpg,hasLeatherType,no leather
43179.jpg,hasMaterialType,metal
43179.jpg,hasOpeningType,closed opening
43179.jpg,hasSleeveType,short-sleeve
43179.jpg,hasNeckline,round neckline
43179.jpg,hasLength,short
43179.jpg,hasSilhouette,round
43179.jpg,belongsToCategory,head
43179.jpg,depicts,watch
51655.jpg,hasPattern,solid color
51655.jpg,hasFabricTreatment,polished finish
51655.jpg,hasLeatherType,no leather
51655.jpg,hasMaterialType,metal
51655.jpg,hasOpeningType,button
51655.jpg,hasSleeveType,long-sleeve
51655.jpg,hasNeckline,round neckline
51655.jpg,hasLength,short
51655.jpg,hasSilhouette,round
51655.jpg,hasNickname,fossil watch
51655.jpg,belongsToCategory,head
51655.jpg,depicts,watch
46458.jpg,hasMaterialType,metal
46458.jpg,hasLength,short
46458.jpg,hasWaistline,no waist
46458.jpg,hasSilhouette,round
46458.jpg,belongsToCategory,upperbody
46458.jpg,depicts,watch
33877.jpg,hasFabricTreatment,polished
33877.jpg,hasMaterialType,metal
33877.jpg,hasOpeningType,closed
33877.jpg,hasSleeveType,sleeveless
33877.jpg,hasLength,short
33877.jpg,hasSilhouette,circular
33877.jpg,belongsToCategory,upperbody
33877.jpg,depicts,watch
45148.jpg,hasPattern,solid color
45148.jpg,hasFabricTreatment,polished finish
45148.jpg,hasMaterialType,metal
45148.jpg,hasOpeningType,closed opening
45148.jpg,hasSleeveType,sleeveless
45148.jpg,hasLength,no length
45148.jpg,hasSilhouette,round
45148.jpg,belongsToCategory,upperbody
45148.jpg,depicts,watch
45907.jpg,hasPattern,solid color
45907.jpg,hasLeatherType,no leather
45907.jpg,hasMaterialType,metal
45907.jpg,hasSleeveType,sleeveless
45907.jpg,hasNeckline,round neckline
45907.jpg,hasLength,short
45907.jpg,hasSilhouette,round
45907.jpg,belongsToCategory,head
45907.jpg,depicts,watch
45888.jpg,hasMaterialType,metal
45888.jpg,hasSleeveType,sleeveless
45888.jpg,hasNeckline,round
45888.jpg,hasLength,short
45888.jpg,hasSilhouette,rectangular
45888.jpg,belongsToCategory,upperbody
45888.jpg,depicts,watch
46529.jpg,hasFabricTreatment,polished
46529.jpg,hasMaterialType,metal
46529.jpg,hasSleeveType,short
46529.jpg,hasNeckline,round
46529.jpg,hasLength,short
46529.jpg,hasSilhouette,round
46529.jpg,belongsToCategory,upperbody
46529.jpg,depicts,watch
51579.jpg,hasFabricTreatment,polished
51579.jpg,hasMaterialType,metal
51579.jpg,hasOpeningType,button
51579.jpg,hasPocketType,no pocket
51579.jpg,hasSleeveType,sleeveless
51579.jpg,hasNeckline,round neckline
51579.jpg,hasLength,short
51579.jpg,hasSilhouette,circular
51579.jpg,belongsToCategory,upperbody
51579.jpg,depicts,watch
54666.jpg,hasFabricTreatment,no treatment
54666.jpg,hasLeatherType,no leather
54666.jpg,hasMaterialType,metal
54666.jpg,hasOpeningType,closed opening
54666.jpg,hasSleeveType,short-sleeve
54666.jpg,hasNeckline,no neckline
54666.jpg,hasLength,short
54666.jpg,hasSilhouette,round
54666.jpg,belongsToCategory,head
54666.jpg,depicts,watch
32308.jpg,hasPattern,solid color
32308.jpg,hasMaterialType,metal
32308.jpg,hasSleeveType,sleeveless
32308.jpg,hasNeckline,round
32308.jpg,hasLength,short
32308.jpg,hasSilhouette,round
32308.jpg,belongsToCategory,head
32308.jpg,depicts,watch
50394.jpg,hasPattern,solid color
50394.jpg,hasMaterialType,metal
