relationshipType,unique_value_count,unique_values
hasOpeningType,8,"['round opening', 'round neck', 'crew neck opening', 'round neckline', 'crew neck', 'full button closure', 't-shirt opening', 'open front']"
hasPattern,7,"['solid color', 'plain pattern', 'graphic print', 'geometric', 'graphic', 'striped', 'stripe pattern']"
hasFabricTreatment,6,"['plain weave', 'dyed', 'unbleached', 'soft fabric', 'stretch', 'soft finish']"
hasLength,6,"['short', 'short-sleeve', 'short sleeve', 'short-sleeved', 'regular', 'regular length']"
hasWaistline,5,"['natural-waist', 'fitted', 'no waist', 'straight', 'high-waisted']"
hasNickname,5,"['badman shirt', 'tan shirt', 'graphic tee', 'blue t-shirt', 't-shirt']"
hasNeckline,3,"['crew neck', 'round neck', 'round neckline']"
hasCollarType,3,"['round collar', 'crew-neck', 'round neck']"
hasLapelType,3,"['lapel-less', 'lapelless', 'non-existent']"
hasSilhouette,2,"['crew neck', 'regular fit']"
depicts,2,"['t-shirt', 'shirt']"
hasMaterialType,1,['cotton']
hasSleeveType,1,['short-sleeve']
belongsToCategory,1,['upperbody']
hasLeatherType,1,['no leather']
hasAnimalPattern,1,['tiger']
