product,relationship,attribute
44460.jpg,hasLeatherType,full-grain
44460.jpg,hasMaterialType,leather
44460.jpg,hasOpeningType,slip-on
44460.jpg,hasLength,low-top
44460.jpg,hasSilhouette,slip-on
44460.jpg,belongsToCategory,lowerbody
44460.jpg,depicts,shoes
7396.jpg,hasLeatherType,smooth
7396.jpg,hasMaterialType,leather
7396.jpg,hasSleeveType,slip-on
7396.jpg,hasLength,ankle-length
7396.jpg,hasSilhouette,slip-on
7396.jpg,belongsToCategory,lowerbody
7396.jpg,depicts,shoes
28324.jpg,hasAnimalPattern,no animal patterns
28324.jpg,hasFabricTreatment,unfinished
28324.jpg,hasLeatherType,full-grain
28324.jpg,hasMaterialType,leather
28324.jpg,hasOpeningType,slip-on
28324.jpg,hasSleeveType,sleeveless
28324.jpg,hasNeckline,no neckline
28324.jpg,hasLength,ankle-length
28324.jpg,hasSilhouette,slip-on
28324.jpg,belongsToCategory,lowerbody
28324.jpg,depicts,shoes
46885.jpg,hasPattern,solid color
46885.jpg,hasMaterialType,fabric
46885.jpg,hasOpeningType,slip-on
46885.jpg,hasLength,short
46885.jpg,hasSilhouette,slip-on
46885.jpg,belongsToCategory,shoes
46885.jpg,depicts,shoes
19370.jpg,hasFabricTreatment,suede
19370.jpg,hasLeatherType,full-grain leather
19370.jpg,hasMaterialType,leather
19370.jpg,hasOpeningType,slip-on
19370.jpg,hasSleeveType,closed
19370.jpg,hasLength,slip-on
19370.jpg,hasSilhouette,pointed toe
19370.jpg,belongsToCategory,lowerbody
19370.jpg,depicts,shoes
12479.jpg,hasLeatherType,full-grain leather
12479.jpg,hasMaterialType,leather
12479.jpg,hasOpeningType,slip-on
12479.jpg,hasSleeveType,slip-on
12479.jpg,hasLength,ankle-high
12479.jpg,hasSilhouette,loafers
12479.jpg,belongsToCategory,lowerbody
12479.jpg,depicts,shoes
26597.jpg,hasMaterialType,synthetic
26597.jpg,hasOpeningType,slip-on opening
26597.jpg,hasSleeveType,sleeveless
26597.jpg,hasNeckline,no-neckline
26597.jpg,hasLapelType,no-lapel
26597.jpg,hasLength,ankle-high
26597.jpg,hasSilhouette,slip-on
26597.jpg,belongsToCategory,lowerbody
26597.jpg,depicts,shoes
5692.jpg,hasMaterialType,synthetic
5692.jpg,hasOpeningType,slip-on
5692.jpg,hasLength,flat
5692.jpg,hasSilhouette,slip-on
5692.jpg,belongsToCategory,lowerbody
5692.jpg,depicts,shoes
15886.jpg,hasPattern,striped
15886.jpg,hasFabricTreatment,textured
15886.jpg,hasMaterialType,synthetic
15886.jpg,hasOpeningType,slip-on
15886.jpg,hasLength,slip-on
15886.jpg,hasSilhouette,round toe
15886.jpg,belongsToCategory,lowerbody
15886.jpg,depicts,shoes
12927.jpg,hasFabricTreatment,perforated
12927.jpg,hasMaterialType,leather
12927.jpg,hasOpeningType,slip-on
12927.jpg,hasLength,ankle-length
12927.jpg,hasSilhouette,slip-on
12927.jpg,belongsToCategory,lowerbody
12927.jpg,depicts,shoes
38547.jpg,hasMaterialType,leather
38547.jpg,hasOpeningType,slip-on
38547.jpg,hasSleeveType,short
38547.jpg,hasNeckline,round
38547.jpg,hasLength,full
38547.jpg,hasSilhouette,slip-on
38547.jpg,belongsToCategory,lowerbody
38547.jpg,depicts,shoes
29262.jpg,hasPattern,solid-color
29262.jpg,hasFabricTreatment,non-sheer
29262.jpg,hasMaterialType,synthetic
29262.jpg,hasOpeningType,slip-on
29262.jpg,hasPocketType,no-pockets
29262.jpg,hasSleeveType,sleeveless
29262.jpg,hasLength,slip-on
29262.jpg,hasWaistline,no-waist
29262.jpg,hasSilhouette,round
29262.jpg,belongsToCategory,lowerbody
29262.jpg,depicts,shoes
12477.jpg,hasFabricTreatment,waterproof
12477.jpg,hasLeatherType,full-grain leather
12477.jpg,hasMaterialType,leather
12477.jpg,hasOpeningType,closed-toe
12477.jpg,hasSleeveType,slip-on
12477.jpg,hasLength,ankle-high
12477.jpg,hasSilhouette,slip-on
12477.jpg,belongsToCategory,lowerbody
12477.jpg,depicts,shoes
38525.jpg,hasFabricTreatment,textured
38525.jpg,hasMaterialType,synthetic
38525.jpg,hasOpeningType,slip-on
38525.jpg,hasLength,ankle-high
38525.jpg,hasSilhouette,slip-on
38525.jpg,belongsToCategory,lowerbody
38525.jpg,depicts,shoes
10278.jpg,hasFabricTreatment,suede
10278.jpg,hasLeatherType,full-grain
10278.jpg,hasMaterialType,leather
10278.jpg,hasOpeningType,slip-on
10278.jpg,hasLength,short
10278.jpg,hasSilhouette,slip-on
10278.jpg,belongsToCategory,lowerbody
10278.jpg,depicts,shoes
35641.jpg,hasFabricTreatment,breathable mesh
35641.jpg,hasMaterialType,synthetic
35641.jpg,hasOpeningType,slip-on
35641.jpg,hasSleeveType,sleeveless
35641.jpg,hasLength,ankle-high
35641.jpg,hasSilhouette,slip-on
35641.jpg,belongsToCategory,lowerbody
35641.jpg,depicts,shoes
47645.jpg,hasFabricTreatment,suede
47645.jpg,hasMaterialType,leather
47645.jpg,hasOpeningType,slip-on
