relationshipType,unique_value_count,unique_values
hasFabricTreatment,17,"['smooth', 'stretchy', 'stretch', 'plain-weave', 'dyed', 'plain weave', 'unfinished', 'soft', 'machine-washable', 'stretchable', 'untreated', 'non-stretchy', 'stretchable fabric', 'stretchy fabric', 'no-fabric-treatment', 'solid', 'non-textured']"
hasOpeningType,16,"['zip-up opening', 'zipper', 'open front', 'open back', 'zipper closure', 'closed front', 'snap-button', 'open-back', 'button front', 'open-front', 'fly-less', 'zipper front', 'zip front', 'no-opening', 'button', 'open at bottom']"
depicts,13,"['thong', 'dress', 'underwear', 't-shirt', 'shorts', 'briefs', 'panties', 'shirt', 'pants', 'undergarments', 'bag', 'lowerbody', 'socks']"
hasNeckline,11,"['round neck', 'round neckline', 'crew neck', 'round-neck', 'no-neckline', 'round', 'scoop neck', 'crew-neck', 'v-neck', 'off-the-shoulder', 'sweetheart']"
hasSilhouette,8,"['bodycon', 'body-hugging', 'straight', 'slim-fit', 'briefs', 'formfitting', 'a-line', 'tanga']"
hasPocketType,8,"['side pocket', 'side pockets', 'no pocket', 'no-pockets', 'no-pocket', 'side-pockets', 'pocket-less', 'pocketless']"
hasPattern,7,"['striped', 'solid color', 'solid-color', 'plaid', 'stripe', 'solid-colored', 'floral']"
hasLength,5,"['short', 'ankle length', 'full-length', 'ankle-length', 'shorts']"
hasWaistline,5,"['high-waisted', 'natural', 'high', 'low-rise', 'low-waisted']"
hasLapelType,5,"['no-lapel', 'no-lapels', 'lapel-less', 'lapelless', 'plain-lapel']"
hasMaterialType,4,"['cotton', 'synthetic', 'synthetic-fiber', 'fabric']"
hasSleeveType,4,"['sleeveless', 'short-sleeve', 'short-sleeves', 'short']"
hasLeatherType,3,"['no leather', 'no-leather', 'leather-free']"
hasAnimalPattern,3,"['no-animal pattern', 'animal-less', 'no-animal-pattern']"
belongsToCategory,2,"['lowerbody', 'upperbody']"
hasNickname,2,"['jockstrap', 'bikini']"
hasCollarType,1,['crew-neck']
