relationshipType,unique_value_count,unique_values
hasFabricTreatment,15,"['lightweight', 'softened', 'plain weave', 'unfinished seams', 'soft-touch', 'stretchable', 'unfinished', 'unfinished seam', 'stretchy material', 'unfinished hem', 'unbleached', 'brushed', 'stretch', 'stretchy', 'perforated']"
hasOpeningType,8,"['zipper', 'button front', 'button fly', 'zipper closure', 'side opening', 'zipper fly', 'zipper opening', 'button-opening']"
hasLength,7,"['full-length', 'ankle-length', 'ankle length', 'short', 'full length', 'capri-length', 'capri length']"
hasPocketType,7,"['side pockets', 'side-pockets', 'single pockets', 'slant pocket', 'single breasted', 'slant pockets', 'side pocket']"
hasPattern,5,"['solid-colored', 'striped', 'plaid', 'solid color', 'floral']"
hasSleeveType,5,"['straight', 'long', 'sleeveless', 'long-sleeve', 'short-sleeve']"
depicts,5,"['pants', 'shirt', 'watch', 'dress', 'belt']"
hasNeckline,5,"['straight', 'round', 'round neck', 'crew neck', 'round-neck']"
hasMaterialType,2,"['stretchy', 'cotton']"
hasWaistline,2,"['high-waisted', 'natural']"
belongsToCategory,2,"['lowerbody', 'upperbody']"
hasSilhouette,1,['straight']
