relationshipType,unique_value_count,unique_values
hasLength,9,"['ankle-length', 'short', 'low-top', 'slip-on', 'midi', 'flat', 'full', 'ankle-high', 'low heel']"
hasSilhouette,8,"['slip-on', 'round', 'pointed toe', 'flat', 'sandal', 'pointed-toe', 'loafer', 'pointed']"
hasLeatherType,7,"['smooth', 'full-grain leather', 'calfskin', 'full-grain', 'nubuck', 'full grain leather', 'smooth-leather']"
hasSleeveType,7,"['slip-on', 'sleeveless', 'closed', 'short', 'ankle-length sleeve', 'long', 'short-sleeves']"
hasFabricTreatment,7,"['suede', 'smooth', 'unfinished', 'plain weave', 'suede finish', 'suede and perforated', 'smooth-finished']"
hasNeckline,5,"['round', 'round neck', 'square-neckline', 'high-neck', 'open neckline']"
hasMaterialType,4,"['leather', 'fabric', 'synthetic', 'rubber']"
hasPattern,4,"['solid color', 'striped', 'plain-color', 'polka-dot']"
hasOpeningType,4,"['slip-on', 'shoes', 'lace-up', 'closed']"
belongsToCategory,2,"['lowerbody', 'shoes']"
hasLapelType,2,"['no-lapel', 'lapel-less']"
hasPocketType,2,"['pocketless', 'no-pockets']"
depicts,1,['shoes']
hasNickname,1,['sneakers']
hasCollarType,1,['slip-on']
hasWaistline,1,['natural']
