product,relationship,attribute
3873.jpg,hasMaterialType,cotton
3873.jpg,hasOpeningType,round neckline
3873.jpg,hasSleeveType,short-sleeve
3873.jpg,hasNeckline,crew neck
3873.jpg,hasCollarType,round
3873.jpg,hasLength,short
3873.jpg,hasSilhouette,crew neck
3873.jpg,belongsToCategory,upperbody
3873.jpg,depicts,t-shirt
30319.jpg,hasMaterialType,cotton
30319.jpg,hasSleeveType,short-sleeve
30319.jpg,hasNeckline,crew neck
30319.jpg,hasLength,short
30319.jpg,hasSilhouette,crew neck
30319.jpg,belongsToCategory,upperbody
30319.jpg,depicts,t-shirt
25546.jpg,hasMaterialType,cotton
25546.jpg,hasOpeningType,crew neck opening
25546.jpg,hasSleeveType,short-sleeve
25546.jpg,hasNeckline,crew neck
25546.jpg,hasCollarType,round
25546.jpg,hasLength,short
25546.jpg,hasSilhouette,crew neck
25546.jpg,belongsToCategory,upperbody
25546.jpg,depicts,t-shirt
48430.jpg,hasMaterialType,cotton
48430.jpg,hasSleeveType,short-sleeve
48430.jpg,hasNeckline,crew neck
48430.jpg,hasLapelType,lapel-less
48430.jpg,hasLength,short-sleeve
48430.jpg,hasSilhouette,crew neck
48430.jpg,belongsToCategory,upperbody
48430.jpg,depicts,t-shirt
10670.jpg,hasMaterialType,cotton
10670.jpg,hasSleeveType,short-sleeve
10670.jpg,hasNeckline,crew neck
10670.jpg,hasCollarType,crew-neck
10670.jpg,hasLength,short
10670.jpg,hasSilhouette,crew neck
10670.jpg,belongsToCategory,upperbody
10670.jpg,depicts,t-shirt
38808.jpg,hasMaterialType,cotton
38808.jpg,hasOpeningType,round neck
38808.jpg,hasSleeveType,short-sleeve
38808.jpg,hasNeckline,crew neck
38808.jpg,hasCollarType,crew-neck
38808.jpg,hasSilhouette,crew neck
38808.jpg,belongsToCategory,upperbody
38808.jpg,depicts,t-shirt
5016.jpg,hasMaterialType,cotton
5016.jpg,hasOpeningType,crew neck opening
5016.jpg,hasSleeveType,short-sleeve
5016.jpg,hasNeckline,crew neck
5016.jpg,hasCollarType,round collar
5016.jpg,hasLength,short sleeve
5016.jpg,hasWaistline,natural-waist
5016.jpg,hasSilhouette,crew neck
5016.jpg,hasNickname,badman shirt
5016.jpg,belongsToCategory,upperbody
5016.jpg,depicts,t-shirt
3060.jpg,hasMaterialType,cotton
3060.jpg,hasOpeningType,round neck
3060.jpg,hasSleeveType,short-sleeve
3060.jpg,hasNeckline,crew neck
3060.jpg,hasCollarType,crew-neck
3060.jpg,hasLength,short-sleeved
3060.jpg,hasSilhouette,crew neck
3060.jpg,hasNickname,tan shirt
3060.jpg,belongsToCategory,upperbody
3060.jpg,depicts,t-shirt
20250.jpg,hasMaterialType,cotton
20250.jpg,hasOpeningType,crew neck
20250.jpg,hasSleeveType,short-sleeve
20250.jpg,hasNeckline,round
20250.jpg,hasCollarType,crew-neck
20250.jpg,hasLength,short
20250.jpg,hasWaistline,natural
20250.jpg,hasSilhouette,crew-neck
20250.jpg,belongsToCategory,upperbody
20250.jpg,depicts,t-shirt
8557.jpg,hasPattern,graphic print
8557.jpg,hasMaterialType,cotton
8557.jpg,hasOpeningType,round neckline
8557.jpg,hasSleeveType,short-sleeve
8557.jpg,hasNeckline,crew neck
8557.jpg,hasCollarType,round collar
8557.jpg,hasLength,short
8557.jpg,hasSilhouette,crew neck
8557.jpg,belongsToCategory,upperbody
8557.jpg,depicts,t-shirt
20297.jpg,hasMaterialType,cotton
20297.jpg,hasOpeningType,round neck
20297.jpg,hasSleeveType,short-sleeve
20297.jpg,hasNeckline,crew neck
20297.jpg,hasLength,short
20297.jpg,hasSilhouette,crew neck
20297.jpg,belongsToCategory,upperbody
20297.jpg,depicts,t-shirt
9935.jpg,hasPattern,solid color
9935.jpg,hasFabricTreatment,dyed
9935.jpg,hasMaterialType,cotton
9935.jpg,hasOpeningType,round neckline
9935.jpg,hasSleeveType,short-sleeve
9935.jpg,hasNeckline,crew neck
9935.jpg,hasCollarType,crew-neck
9935.jpg,hasLength,short
9935.jpg,hasWaistline,fitted
9935.jpg,hasSilhouette,crew neck
9935.jpg,belongsToCategory,upperbody
