relationshipType,unique_value_count,unique_values
hasFabricTreatment,11,"['no treatment', 'no special treatment', 'washed', 'unfinished seams', 'solid', 'plain weave', 'non-textured', 'stretchable', 'dobby weave', 'unfinished', 'soft touch']"
hasOpeningType,10,"['zipper', 'zip fly', 'zipper front', 'button fly', 'zipper closure', 'fly', 'zipper fly', 'front opening', 'zipper opening', 'front zipper']"
hasPattern,6,"['solid color', 'striped', 'floral', 'plain pattern', 'houndstooth', 'plaid']"
hasSleeveType,6,"['long-sleeve', 'full length', 'no sleeve', 'straight', 'sleeveless', 'full']"
hasPocketType,4,"['side pockets', 'no pocket', 'front pocket', 'slant pockets']"
hasWaistline,4,"['high-waisted', 'high', 'natural', 'natural-waist']"
hasLength,3,"['full length', 'full', 'long']"
hasNeckline,3,"['no neckline', 'round neckline', 'round neck']"
hasMaterialType,1,['cotton']
hasSilhouette,1,['straight']
belongsToCategory,1,['lowerbody']
depicts,1,['pants']
hasLeatherType,1,['no leather']
hasNickname,1,['blue jeans']
