product_name,related_product,common_attributes
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "28303.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "Ray-Ban_Adults-Men_Men_Metallic_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Long_Clear_NA_NA_Sung_5", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "ASPEN_Adults-Women_Women_Blue_Fashion_Winter_2016_Casual_Free_Gifts_Free_Items_Free_Gifts_5", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "Police_Adults-Women_Women_Brown_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Long_Clear_NA_NA_Sung_1", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "29964.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "8692.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "23783.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "8643.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "17333.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "28343.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "8695.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "23764.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "28417.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "8693.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "21306.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "51728.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "51729.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "38188.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "17603.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "16093.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "8696.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "17607.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "21337.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "51711.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "29134.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "28401.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "51737.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "21299.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "38162.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "51736.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "23696.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "38158.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "40163.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "38226.jpg", 3
"Stoln_Adults-Women_Women_Black_Fashion_Winter_2016_Casual_Other_Sunglasses_NA_Oval_Black_NA_Plastic__1", "28403.jpg", 3
