product,relationship,attribute
51910.jpg,hasPattern,floral
51910.jpg,hasFabricTreatment,coated
51910.jpg,hasMaterialType,synthetic
51910.jpg,hasOpeningType,zipper
51910.jpg,hasSleeveType,short
51910.jpg,hasLength,long
51910.jpg,hasWaistline,natural
51910.jpg,hasSilhouette,straight
51910.jpg,belongsToCategory,upperbody
51910.jpg,depicts,bag
39875.jpg,hasMaterialType,polyester
39875.jpg,hasOpeningType,zipper
39875.jpg,hasSilhouette,rectangular
39875.jpg,belongsToCategory,bag
39875.jpg,depicts,bag
48136.jpg,hasPattern,solid color
48136.jpg,hasFabricTreatment,plain weave
48136.jpg,hasMaterialType,fabric
48136.jpg,hasOpeningType,zipper closure
48136.jpg,hasPocketType,pockets on sides
48136.jpg,hasSleeveType,sleeveless
48136.jpg,hasNeckline,round neckline
48136.jpg,hasLength,long
48136.jpg,hasWaistline,high-waisted
48136.jpg,hasSilhouette,straight
48136.jpg,belongsToCategory,upperbody
48136.jpg,depicts,bag
47423.jpg,hasPattern,floral
47423.jpg,hasMaterialType,cotton
47423.jpg,hasOpeningType,zipper closure
47423.jpg,hasSleeveType,sleeveless
47423.jpg,hasNeckline,round neckline
47423.jpg,hasLength,long
47423.jpg,hasWaistline,high-waisted
47423.jpg,hasSilhouette,a-line
47423.jpg,belongsToCategory,upperbody
47423.jpg,depicts,bag
33379.jpg,hasMaterialType,fabric
33379.jpg,hasLength,long
33379.jpg,hasSilhouette,rectangular
33379.jpg,belongsToCategory,bag
33379.jpg,depicts,bag
42835.jpg,hasPattern,solid color
42835.jpg,hasMaterialType,fabric
42835.jpg,hasOpeningType,zipper
42835.jpg,hasSleeveType,long
42835.jpg,hasLength,short
42835.jpg,hasSilhouette,rectangular
42835.jpg,belongsToCategory,upperbody
42835.jpg,depicts,bag
29740.jpg,hasAnimalPattern,rabbit
29740.jpg,hasPattern,floral
29740.jpg,hasFabricTreatment,embroidery
29740.jpg,hasMaterialType,fabric
29740.jpg,hasOpeningType,zipper closure
29740.jpg,hasPocketType,external pocket
29740.jpg,hasSleeveType,long
29740.jpg,hasLength,short
29740.jpg,hasWaistline,high-waisted
29740.jpg,hasSilhouette,straight
29740.jpg,belongsToCategory,upperbody
29740.jpg,depicts,bag
53684.jpg,hasPattern,floral
53684.jpg,hasFabricTreatment,embroidery
53684.jpg,hasLeatherType,suede
53684.jpg,hasMaterialType,leather
53684.jpg,hasOpeningType,zipper
53684.jpg,hasSleeveType,sleeveless
53684.jpg,hasNeckline,u-neck
53684.jpg,hasLength,long
53684.jpg,hasSilhouette,straight
53684.jpg,belongsToCategory,upperbody
53684.jpg,depicts,bag
54488.jpg,hasMaterialType,synthetic
54488.jpg,hasOpeningType,zipper
54488.jpg,hasPocketType,inside pocket
54488.jpg,hasSleeveType,long
54488.jpg,hasNeckline,straight
54488.jpg,hasLength,short
54488.jpg,hasWaistline,natural
54488.jpg,hasSilhouette,straight
54488.jpg,belongsToCategory,upperbody
54488.jpg,depicts,bag
49526.jpg,hasPattern,solid color
49526.jpg,hasMaterialType,synthetic
49526.jpg,hasOpeningType,zipper closure
49526.jpg,hasSleeveType,sleeveless
49526.jpg,hasLength,long
49526.jpg,hasWaistline,natural-waist
49526.jpg,hasSilhouette,rectangular
49526.jpg,belongsToCategory,upperbody
49526.jpg,depicts,bag
37434.jpg,hasAnimalPattern,no animal pattern is specified
37434.jpg,hasPattern,no pattern type is specified
37434.jpg,hasFabricTreatment,no fabric treatment is specified
37434.jpg,hasLeatherType,no leather type is specified
37434.jpg,hasMaterialType,synthetic material
37434.jpg,hasOpeningType,zipper
37434.jpg,hasSleeveType,sleeveless
37434.jpg,hasNeckline,round neckline
37434.jpg,hasLength,long
37434.jpg,hasWaistline,high-waisted
37434.jpg,hasSilhouette,straight
37434.jpg,belongsToCategory,upperbody
37434.jpg,depicts,bag
51915.jpg,hasLeatherType,cowhide
51915.jpg,hasMaterialType,leather
51915.jpg,hasOpeningType,zipper
51915.jpg,hasLength,long
51915.jpg,hasSilhouette,rectangular
51915.jpg,belongsToCategory,upperbody
51915.jpg,depicts,bag
47126.jpg,hasAnimalPattern,elephant
47126.jpg,hasPattern,floral
47126.jpg,hasFabricTreatment,solid
47126.jpg,hasMaterialType,cotton
47126.jpg,hasOpeningType,zipper
47126.jpg,hasSleeveType,long
47126.jpg,hasLength,medium
47126.jpg,hasSilhouette,rectangular
47126.jpg,belongsToCategory,upperbody
47126.jpg,depicts,bag
31924.jpg,hasPattern,floral
31924.jpg,hasFabricTreatment,softened
31924.jpg,hasMaterialType,cotton
31924.jpg,hasOpeningType,zipper closure
31924.jpg,hasPocketType,side pockets
31924.jpg,hasSleeveType,short-sleeve
31924.jpg,hasNeckline,round neck
31924.jpg,hasLength,long
31924.jpg,hasWaistline,high-waisted
31924.jpg,hasSilhouette,a-line
31924.jpg,belongsToCategory,upperbody
31924.jpg,depicts,bag
29006.jpg,hasPattern,striped
29006.jpg,hasFabricTreatment,textured
29006.jpg,hasMaterialType,synthetic
29006.jpg,hasOpeningType,zipper
29006.jpg,hasSleeveType,sleeveless
29006.jpg,hasLength,long
29006.jpg,hasSilhouette,rectangular
29006.jpg,belongsToCategory,upperbody
29006.jpg,depicts,bag
53942.jpg,hasPattern,solid color
53942.jpg,hasMaterialType,leather
53942.jpg,hasLength,short
53942.jpg,hasSilhouette,rectangular
53942.jpg,belongsToCategory,bag
53942.jpg,depicts,bag
21557.jpg,hasPattern,floral
21557.jpg,hasMaterialType,fabric
21557.jpg,hasOpeningType,zipper closure
21557.jpg,hasPocketType,multiple pockets
21557.jpg,hasSleeveType,long-sleeve
21557.jpg,hasLength,long
21557.jpg,hasWaistline,natural
21557.jpg,hasSilhouette,rectangular
21557.jpg,belongsToCategory,upperbody
21557.jpg,depicts,bag
58260.jpg,hasPattern,striped
58260.jpg,hasMaterialType,synthetic
58260.jpg,hasLength,long
58260.jpg,hasWaistline,natural
58260.jpg,hasSilhouette,rectangular
58260.jpg,belongsToCategory,upperbody
58260.jpg,depicts,bag
7085.jpg,hasAnimalPattern,no-animal
7085.jpg,hasPattern,floral
7085.jpg,hasMaterialType,fabric
7085.jpg,hasOpeningType,zipper
7085.jpg,hasPocketType,no-pocket
7085.jpg,hasSleeveType,sleeveless
7085.jpg,hasNeckline,round-neck
7085.jpg,hasLapelType,no-lapel
7085.jpg,hasLength,long
7085.jpg,hasWaistline,high-waisted
7085.jpg,hasSilhouette,a-line
7085.jpg,belongsToCategory,upperbody
7085.jpg,depicts,bag
41527.jpg,hasPattern,plaid
41527.jpg,hasMaterialType,canvas
41527.jpg,hasOpeningType,zipper
41527.jpg,hasPocketType,external side pocket
41527.jpg,hasSleeveType,short
41527.jpg,hasNeckline,round
41527.jpg,hasLength,long
41527.jpg,hasWaistline,natural
41527.jpg,hasSilhouette,rectangular
41527.jpg,belongsToCategory,upperbody
41527.jpg,depicts,bag
53990.jpg,hasMaterialType,fabric
53990.jpg,hasLength,long
53990.jpg,hasSilhouette,rectangular
53990.jpg,belongsToCategory,upperbody
53990.jpg,depicts,bag
27061.jpg,hasPattern,solid color
27061.jpg,hasMaterialType,synthetic material
27061.jpg,hasOpeningType,zipper closure
27061.jpg,hasPocketType,no pocket
27061.jpg,hasSleeveType,sleeveless
27061.jpg,hasNeckline,no neckline
27061.jpg,hasLength,long
27061.jpg,hasWaistline,no waist
27061.jpg,hasSilhouette,rectangular
27061.jpg,belongsToCategory,upperbody
27061.jpg,depicts,bag
10216.jpg,hasPattern,floral
10216.jpg,hasMaterialType,fabric
10216.jpg,hasOpeningType,zipper
10216.jpg,hasSleeveType,short
10216.jpg,hasNeckline,round
10216.jpg,hasLength,long
10216.jpg,hasWaistline,natural
10216.jpg,hasSilhouette,a-line
10216.jpg,belongsToCategory,upperbody
10216.jpg,depicts,bag
9495.jpg,hasFabricTreatment,no treatment
9495.jpg,hasLeatherType,no leather
9495.jpg,hasMaterialType,fabric
9495.jpg,hasOpeningType,zipper opening
9495.jpg,hasPocketType,front pockets
9495.jpg,hasLength,medium length
9495.jpg,hasSilhouette,bag-shaped
9495.jpg,depicts,bag
9495.jpg,hasPattern,abstract pattern
9495.jpg,hasMaterialType,polyester fabric
9495.jpg,hasOpeningType,zipper closure
9495.jpg,hasSleeveType,sleeveless
9495.jpg,hasNeckline,round neckline
9495.jpg,hasLength,long
9495.jpg,hasWaistline,high-waisted
9495.jpg,hasSilhouette,a-line
9495.jpg,belongsToCategory,upperbody
9495.jpg,depicts,backpack
35917.jpg,hasPattern,striped
35917.jpg,hasFabricTreatment,stretchy
35917.jpg,hasMaterialType,synthetic
35917.jpg,hasOpeningType,zipper closure
35917.jpg,hasPocketType,side pockets
35917.jpg,hasSleeveType,long
35917.jpg,hasNeckline,v-shaped
35917.jpg,hasLength,long
35917.jpg,hasWaistline,natural
35917.jpg,hasSilhouette,a-line
35917.jpg,belongsToCategory,upperbody
35917.jpg,depicts,bag
48151.jpg,hasMaterialType,leather
48151.jpg,hasLength,long
48151.jpg,hasSilhouette,rectangular
48151.jpg,belongsToCategory,bag
48151.jpg,depicts,bag
53900.jpg,hasFabricTreatment,no treatment
53900.jpg,hasMaterialType,synthetic
53900.jpg,hasOpeningType,zipper
53900.jpg,hasSleeveType,short-sleeve
53900.jpg,hasLength,long
53900.jpg,hasSilhouette,rectangular
53900.jpg,belongsToCategory,upperbody
53900.jpg,depicts,bag
18799.jpg,hasFabricTreatment,untreated
18799.jpg,hasLeatherType,cowhide
18799.jpg,hasMaterialType,leather
18799.jpg,hasOpeningType,zipper
18799.jpg,hasLength,long
18799.jpg,hasSilhouette,rectangular
18799.jpg,belongsToCategory,upperbody
18799.jpg,depicts,bag
47325.jpg,hasPattern,plain weave
47325.jpg,hasFabricTreatment,no finishing or techniques
47325.jpg,hasLeatherType,no leather
47325.jpg,hasMaterialType,synthetic fabric
47325.jpg,hasOpeningType,zipper closure
47325.jpg,hasPocketType,zippered pockets
47325.jpg,hasSleeveType,short-sleeve
47325.jpg,hasNeckline,round neckline
47325.jpg,hasLength,long
47325.jpg,hasWaistline,high-waisted
47325.jpg,hasSilhouette,rectangular
47325.jpg,belongsToCategory,upperbody
47325.jpg,depicts,bag
50185.jpg,hasPattern,floral
50185.jpg,hasFabricTreatment,printed
50185.jpg,hasMaterialType,fabric
50185.jpg,hasOpeningType,zipper
50185.jpg,hasPocketType,front pocket
50185.jpg,hasSleeveType,long-sleeve
50185.jpg,hasLength,medium
50185.jpg,hasSilhouette,a-line
50185.jpg,hasNickname,handbag
50185.jpg,belongsToCategory,upperbody
50185.jpg,depicts,bag
42866.jpg,hasPattern,striped
42866.jpg,hasFabricTreatment,embossed
42866.jpg,hasMaterialType,leather
42866.jpg,hasOpeningType,zipper
42866.jpg,hasSleeveType,sleeveless
42866.jpg,hasLength,long
42866.jpg,hasSilhouette,rectangular
42866.jpg,belongsToCategory,upperbody
42866.jpg,depicts,bag
57459.jpg,hasPattern,floral
57459.jpg,hasFabricTreatment,plain weave
57459.jpg,hasMaterialType,cotton
57459.jpg,hasOpeningType,zipper
57459.jpg,hasSleeveType,long-sleeve
57459.jpg,hasNeckline,v-neck
57459.jpg,hasLength,long
57459.jpg,hasWaistline,high-waisted
57459.jpg,hasSilhouette,a-line
57459.jpg,belongsToCategory,upperbody
57459.jpg,depicts,bag
3386.jpg,hasMaterialType,fabric
3386.jpg,hasLength,medium
3386.jpg,hasSilhouette,rectangular
3386.jpg,belongsToCategory,bag
3386.jpg,depicts,bag
47308.jpg,hasMaterialType,fabric
47308.jpg,hasLength,long
47308.jpg,hasSilhouette,straight or fitted silhouette
47308.jpg,belongsToCategory,bag
47308.jpg,depicts,bag
42061.jpg,hasFabricTreatment,no finishing or techniques
42061.jpg,hasLeatherType,no leather
42061.jpg,hasMaterialType,fabric
42061.jpg,hasOpeningType,zipper closure
42061.jpg,hasSleeveType,short-sleeve
42061.jpg,hasNeckline,round
42061.jpg,hasLength,long
42061.jpg,hasSilhouette,rectangular
42061.jpg,belongsToCategory,upperbody
42061.jpg,depicts,bag
28921.jpg,hasPattern,striped
28921.jpg,hasMaterialType,fabric
28921.jpg,hasOpeningType,zipper closure
28921.jpg,hasSleeveType,short-sleeve
28921.jpg,hasLength,long
28921.jpg,hasWaistline,high-waisted
28921.jpg,hasSilhouette,a-line
28921.jpg,belongsToCategory,upperbody
28921.jpg,depicts,bag
14805.jpg,hasMaterialType,fabric
14805.jpg,hasLength,long
14805.jpg,hasSilhouette,bag
14805.jpg,belongsToCategory,upperbody
14805.jpg,depicts,bag
53756.jpg,hasPattern,solid color
53756.jpg,hasMaterialType,fabric
53756.jpg,hasOpeningType,zipper
53756.jpg,hasSleeveType,short-sleeve
53756.jpg,hasNeckline,round neckline
53756.jpg,hasLength,long
53756.jpg,hasWaistline,high-waisted
53756.jpg,hasSilhouette,rectangular
53756.jpg,belongsToCategory,upperbody
53756.jpg,depicts,bag
25213.jpg,hasFabricTreatment,brushed
25213.jpg,hasMaterialType,faux leather
25213.jpg,hasOpeningType,zipper
25213.jpg,hasSleeveType,sleeveless
25213.jpg,hasNeckline,round
25213.jpg,hasLength,medium
25213.jpg,hasWaistline,natural-waist
25213.jpg,hasSilhouette,rectangular
25213.jpg,belongsToCategory,bag
25213.jpg,depicts,bag
27674.jpg,hasPattern,floral
27674.jpg,hasFabricTreatment,plain weave
27674.jpg,hasMaterialType,fabric
27674.jpg,hasOpeningType,zipper
27674.jpg,hasPocketType,side pockets
27674.jpg,hasSleeveType,long
27674.jpg,hasNeckline,round
27674.jpg,hasLength,knee-length
27674.jpg,hasWaistline,natural
27674.jpg,hasSilhouette,a-line
27674.jpg,belongsToCategory,upperbody
27674.jpg,depicts,bag
