relationshipType,unique_value_count,unique_values
hasPocketType,11,"['pocket', 'no pocket', 'pockets', 'outside', 'single', 'non-existent', 'front pocket', 'internal', 'external pocket', 'zipper', 'closed']"
hasFabricTreatment,7,"['embossed', 'no treatment', 'smooth', 'plain weave', 'non-treated', 'no finishing or techniques', 'stitched']"
hasNeckline,7,"['open neckline', 'v-shaped', 'non-existent neckline', 'non-existent', 'straight', 'rounded', 'no neckline']"
hasLeatherType,7,"['cow leather', 'uncoated', 'full-grain leather', 'genuine', 'full-grain', 'smooth', 'full grain leather']"
hasPattern,6,"['striped', 'solid color', 'solid-colored', 'floral', 'plain pattern', 'textured']"
belongsToCategory,5,"['lowerbody', 'wholebody', 'accessories', 'upperbody', 'bag']"
hasWaistline,5,"['high-waisted', 'high', 'non-existent', 'natural', 'no waist']"
hasSleeveType,4,"['sleeveless', 'short', 'non-existent', 'long-sleeve']"
hasMaterialType,3,"['leather', 'synthetic', 'fabric']"
hasLength,2,"['short', 'long']"
hasAnimalPattern,2,"['no pattern', 'non-existent']"
hasLapelType,2,"['without lapel', 'non-existent']"
hasCollarType,2,"['without collar', 'non-existent']"
hasOpeningType,1,['zipper']
hasSilhouette,1,['rectangular']
depicts,1,['wallet']
