relationshipType,unique_value_count,unique_values
hasOpeningType,18,"['button front', 'button', 'button-front closure', 'button-down', 'round neck', 'n/a', 'front-opening', 'slip-on', 'button-down**: the opening type is button-down', 'zipper closure', 'button-down front', 'zipper', 'lace-up opening', 'zipped', 'na', 'button-down shirt', 'button-through', 'button placket']"
hasSilhouette,18,"['slim-fit', 'a-line', 'fitted', 'regular fit', 'crew neck', 'striped', 'rectangular', 'slip-on', 'straight**: the most appropriate silhouette is straight', 'rectangular with padded back and shoulder straps', 'classic fit', 'round', 'straight', 'long & thin', 'pointed toe', 'square', 'n/a', 'straight/slim-fit']"
hasLength,17,"['short sleeve', 'long', 'short-sleeve', 'short-sleeved', 'short', 'n/a', 'ankle-high', 'long**: the length is long', 'full length', 'regular fit', 'ankle length', 'above the waist', 'sleeveless', 'regular', 'na', 'short/long/sleeveless', 'medium']"
depicts,14,"['shirt', 't-shirt', 'backpack', 'shoes', 'shirt**: the most relevant garment category is shirt', 'perfume bottle', 'wallet', 'scarf', 'formal leather lace-ups regular formal shoes footw_5', 'vest', 'top', 'shoulder bag', 'bra', 'bag']"
hasPattern,13,"['striped', 'solid-color', 'geometric', 'n/a', 'plaid**: the pattern type is plaid', 'solid color with embellishments', 'checked pattern', 'animal skin', 'solid color', 'checked', 'na', 'printed/cartoon character', 'plaid']"
hasNeckline,13,"['spread collar', 'round neck', 'crew neck', 'crew-neck', 'pointed', 'n/a', 'round', 'v-neck**: the neckline is v-neck', 'classic pointed collar', 'na', 'round/crew-neck', 'classic', 'v-neck']"
hasCollarType,13,"['button down', 'crew-neck', 'classic collar', 'open collar', 'v-neck', 'collared', 'button-down', 'n/a', 'mandarin**: the collar style is mandarin', 'button-down collar', 'collared shirt', 'pointed-collar', 'notch-collar']"
hasFabricTreatment,10,"['brushed finish', 'plain weave', 'perforated', 'stretch', 'n/a', 'no-treatment', 'none**: there are no textile finishing or techniques', 'water-resistant coating', 'na', 'soft']"
hasMaterialType,10,"['cotton', 'nylon', 'opaque', 'synthetic', 'cotton**: the material type is cotton', 'polyester blend', 'leather', 'n/a', 'fabric', 'cotton/polyester blend']"
hasWaistline,8,"['fitted', 'natural', 'natural-waist', 'high-waisted', 'n/a', 'natural**: the waistline type is natural', 'high', 'high waisted']"
hasNickname,8,"['polo shirt', 'striped t-shirt', 't-shirt', 'dress shirt', 'perfume bottle', 'lavender scarf', 'n/a', 'checked shirt']"
hasSleeveType,7,"['short-sleeve', 'half sleeves', 'n/a', 'no-sleeves', 'sleeveless', 'long-sleeved**: the sleeve type is long-sleeved', 'long-sleeve']"
hasPocketType,5,"['patch pockets', 'n/a', 'no-pockets', 'none**: there are no pockets', 'front pocket and side pockets']"
belongsToCategory,5,"['upperbody', 'bags_and_luggage', 'upperbody**: the correct supercategory is upperbody', 'wholebody', 'lowerbody']"
hasLeatherType,4,"['n/a', 'none**: there is no leather type', 'brown', 'smooth finish']"
hasLapelType,3,"['n/a', 'no-lapel', 'none**: there is no lapel type']"
hasAnimalPattern,2,"['n/a', 'none**: there is no animal pattern']"
