product,relationship,attribute
16234.jpg,hasPattern,striped
16234.jpg,hasFabricTreatment,lightweight
16234.jpg,hasMaterialType,cotton
16234.jpg,hasOpeningType,round neckline
16234.jpg,hasSleeveType,short-sleeve
16234.jpg,hasNeckline,crew neck
16234.jpg,hasCollarType,crew-neck
16234.jpg,hasLength,above the knee
16234.jpg,hasWaistline,natural
16234.jpg,hasSilhouette,a-line
16234.jpg,belongsToCategory,upperbody
16234.jpg,depicts,t-shirt
51616.jpg,hasMaterialType,cotton
51616.jpg,hasSleeveType,short-sleeve
51616.jpg,hasNeckline,crew neck
51616.jpg,hasCollarType,crew-neck
51616.jpg,hasLength,regular
51616.jpg,hasWaistline,high
51616.jpg,hasSilhouette,a-line
51616.jpg,belongsToCategory,upperbody
51616.jpg,depicts,t-shirt
51616.jpg,hasFabricTreatment,stretch fabric treatment
51616.jpg,hasMaterialType,cotton material
51616.jpg,hasOpeningType,zipper opening
51616.jpg,hasSleeveType,sleeveless
51616.jpg,hasNeckline,round neckline
51616.jpg,hasLength,long
51616.jpg,hasWaistline,mid-rise waistline
51616.jpg,hasSilhouette,straight
51616.jpg,belongsToCategory,lowerbody
51616.jpg,depicts,pants
34015.jpg,hasPattern,solid color
34015.jpg,hasFabricTreatment,non-treated fabric
34015.jpg,hasMaterialType,cotton
34015.jpg,hasOpeningType,buttons up
34015.jpg,hasSleeveType,short-sleeve
34015.jpg,hasNeckline,round neckline
34015.jpg,hasCollarType,crew-neck
34015.jpg,hasLength,short
34015.jpg,hasWaistline,natural-waist
34015.jpg,hasSilhouette,a-line
34015.jpg,belongsToCategory,upperbody
34015.jpg,depicts,t-shirt
19674.jpg,hasMaterialType,cotton
19674.jpg,hasOpeningType,button placket
19674.jpg,hasSleeveType,short-sleeve
19674.jpg,hasNeckline,round neckline
19674.jpg,hasCollarType,crew-neck
19674.jpg,hasLength,short
19674.jpg,hasWaistline,high-waisted
19674.jpg,hasSilhouette,a-line
19674.jpg,belongsToCategory,upperbody
19674.jpg,depicts,t-shirt
59580.jpg,hasPattern,solid color pattern
59580.jpg,hasFabricTreatment,plain weave fabric
59580.jpg,hasMaterialType,cotton
59580.jpg,hasOpeningType,zipper front
59580.jpg,hasSleeveType,short-sleeve
59580.jpg,hasNeckline,round neckline
59580.jpg,hasCollarType,crew-neck
59580.jpg,hasLength,short
59580.jpg,hasWaistline,natural-waist
59580.jpg,hasSilhouette,a-line
59580.jpg,belongsToCategory,upperbody
59580.jpg,depicts,t-shirt
12544.jpg,hasPattern,solid color
12544.jpg,hasMaterialType,cotton
12544.jpg,hasSleeveType,short-sleeve
12544.jpg,hasNeckline,round neckline
12544.jpg,hasCollarType,crew-neck
12544.jpg,hasLength,short
12544.jpg,hasWaistline,natural-waist
12544.jpg,hasSilhouette,a-line
12544.jpg,belongsToCategory,upperbody
12544.jpg,depicts,t-shirt
35873.jpg,hasMaterialType,cotton
35873.jpg,hasSleeveType,short-sleeve
35873.jpg,hasNeckline,round neckline
35873.jpg,hasCollarType,crew-neck
35873.jpg,hasLength,short
35873.jpg,hasWaistline,natural-waist
35873.jpg,hasSilhouette,a-line
35873.jpg,belongsToCategory,upperbody
35873.jpg,depicts,t-shirt
56227.jpg,hasPattern,solid-color
56227.jpg,hasMaterialType,cotton
56227.jpg,hasOpeningType,button
56227.jpg,hasSleeveType,short-sleeve
56227.jpg,hasNeckline,crew-neck
56227.jpg,hasCollarType,crew-neck
56227.jpg,hasLength,short-sleeve
56227.jpg,hasSilhouette,slim-fit
56227.jpg,belongsToCategory,upperbody
56227.jpg,depicts,t-shirt
10348.jpg,hasPattern,striped
10348.jpg,hasMaterialType,cotton
10348.jpg,hasSleeveType,short-sleeve
10348.jpg,hasNeckline,round neckline
10348.jpg,hasCollarType,crew-neck
10348.jpg,hasLength,short
