relationshipType,unique_value_count,unique_values
hasOpeningType,13,"['round neckline', 'crew neck', 'zipper', 'button', 'round neck', 'button front', 'crew neck opening', 'round neck opening', 'round opening', 'buttoned opening', 'button-down front', 'button-down', 'closed opening']"
hasNeckline,8,"['round neckline', 'round neck', 'crew neckline', 'crew neck', 'henley neckline', 'round', 'crew-neck', 'classic collar']"
hasFabricTreatment,8,"['unbleached', 'dyed', 'plain weave', 'soft and breathable', 'no treatment', 'pre-shrunk', 'fitted', 'dye sublimation printing']"
hasWaistline,7,"['natural-waist', 'fitted', 'high-waisted', 'natural', 'straight', 'relaxed waist', 'natural waistline']"
hasPattern,7,"['abstract pattern', 'solid color', 'striped', 'graphic print', 'graphic pattern', 'cartoon character', 'stripe pattern']"
hasSilhouette,6,"['regular fit', 'crew neck', 'fitted', 'slim-fit', 'straight', 'a-line']"
hasLength,5,"['short', 'short sleeve', 'short sleeves', 'regular', 'short-sleeve']"
hasCollarType,4,"['crew-neck', 'henley collar', 'round neck', 'crew neck collar']"
hasNickname,4,"['crew neck t-shirt', 'crew neck tee', 'angry tee', 'green graphic tee']"
hasAnimalPattern,3,"['angry bird', 'no animal patterns', 'tiger']"
hasMaterialType,1,['cotton']
hasSleeveType,1,['short-sleeve']
belongsToCategory,1,['upperbody']
depicts,1,['t-shirt']
hasLapelType,1,['non-lapelled']
hasPocketType,1,['side pockets']
